//Enregistrements de dessins et modèles industriels par office,
"//par résident direct, non-résident direct et système de la Haye",
//Source : base de données statistiques de l’OMPI, décembre 2011
//Note: Des données peuvent manquer pour certains offices ou pour certaines années.,

Année,Nom'Office,Code'Office,Type'enregistrant,Nombre'enregistrements
1944,"Danemark","DK","Directs_globaux",2163
1944,"France","FR","Directs_globaux",2393
1944,"Hongrie","HU","Directs_globaux",48
1944,"Irlande","IE","Directs_globaux",13
1944,"Japon","JP","Directs_globaux",223
1944,"Mexique","MX","Directs_globaux",68
1944,"Maroc","MA","Directs_globaux",71
1944,"Nouvelle-Zélande","NZ","Directs_globaux",58
1944,"Norvège","NO","Directs_globaux",903
1944,"Portugal","PT","Directs_globaux",47
1944,"Suède","SE","Directs_globaux",60
1944,"Suisse","CH","Directs_globaux",15682
1944,"Tunisie","TN","Directs_globaux",9
1944,"Royaume-Uni","GB","Directs_globaux",2436
1944,"États-Unis d'Amérique","US","Directs_globaux",2914
1945,"Australie","AU","Directs_globaux",537
1945,"Belgique","BE","Directs_globaux",1003
1945,"Canada","CA","Directs_globaux",326
1945,"Tchécoslovaquie","CS","Directs_globaux",1078
1945,"Danemark","DK","Directs_globaux",2195
1945,"France","FR","Directs_globaux",3868
1945,"Hongrie","HU","Directs_globaux",109
1945,"Irlande","IE","Directs_globaux",18
1945,"Italie","IT","Directs_globaux",731
1945,"Japon","JP","Directs_globaux",2
1945,"Mexique","MX","Directs_globaux",124
1945,"Maroc","MA","Directs_globaux",96
1945,"Nouvelle-Zélande","NZ","Directs_globaux",95
1945,"Norvège","NO","Directs_globaux",18171
1945,"Pologne","PL","Directs_globaux",16
1945,"Portugal","PT","Directs_globaux",71
1945,"Suède","SE","Directs_globaux",63
1945,"Suisse","CH","Directs_globaux",10230
1945,"Tunisie","TN","Directs_globaux",12
1945,"Royaume-Uni","GB","Directs_globaux",3103
1945,"États-Unis d'Amérique","US","Directs_globaux",3524
1946,"Australie","AU","Directs_globaux",771
1946,"Brésil","BR","Directs_globaux",48
1946,"Canada","CA","Directs_globaux",525
1946,"Tchécoslovaquie","CS","Directs_globaux",1848
1946,"Danemark","DK","Directs_globaux",3901
1946,"France","FR","Directs_globaux",1629
1946,"Irlande","IE","Directs_globaux",43
1946,"Italie","IT","Directs_globaux",2180
1946,"Mexique","MX","Directs_globaux",115
1946,"Maroc","MA","Directs_globaux",115
1946,"Nouvelle-Zélande","NZ","Directs_globaux",200
1946,"Norvège","NO","Directs_globaux",1710
1946,"Pologne","PL","Directs_globaux",18
1946,"Portugal","PT","Directs_globaux",104
1946,"Suède","SE","Directs_globaux",98
1946,"Suisse","CH","Directs_globaux",12253
1946,"Tunisie","TN","Directs_globaux",5
1946,"Royaume-Uni","GB","Directs_globaux",4285
1946,"États-Unis d'Amérique","US","Directs_globaux",2778
1947,"Australie","AU","Directs_globaux",771
1947,"Autriche","AT","Directs_globaux",846
1947,"Belgique","BE","Directs_globaux",1121
1947,"Brésil","BR","Directs_globaux",126
1947,"Canada","CA","Directs_globaux",769
1947,"Tchécoslovaquie","CS","Directs_globaux",2303
1947,"Danemark","DK","Directs_globaux",2892
1947,"France","FR","Directs_globaux",2206
1947,"Hongrie","HU","Directs_globaux",255
1947,"Irlande","IE","Directs_globaux",60
1947,"Italie","IT","Directs_globaux",2000
1947,"Japon","JP","Directs_globaux",730
1947,"Liban","LB","Directs_globaux",34
1947,"Mexique","MX","Directs_globaux",78
1947,"Maroc","MA","Directs_globaux",87
1947,"Nouvelle-Zélande","NZ","Directs_globaux",206
1947,"Norvège","NO","Directs_globaux",1332
1947,"Pologne","PL","Directs_globaux",42
1947,"Portugal","PT","Directs_globaux",219
1947,"Espagne","ES","Directs_globaux",2538
1947,"Suède","SE","Directs_globaux",101
1947,"Suisse","CH","Directs_globaux",10659
1947,"République arabe syrienne","SY","Directs_globaux",11
1947,"Trinité-et-Tobago","TT","Directs_globaux",1
1947,"Tunisie","TN","Directs_globaux",3
1947,"Royaume-Uni","GB","Directs_globaux",5196
1947,"États-Unis d'Amérique","US","Directs_globaux",2102
1948,"Australie","AU","Directs_globaux",1044
1948,"Autriche","AT","Directs_globaux",4824
1948,"Belgique","BE","Directs_globaux",1341
1948,"Canada","CA","Directs_globaux",730
1948,"Tchécoslovaquie","CS","Directs_globaux",1296
1948,"Danemark","DK","Directs_globaux",3033
1948,"France","FR","Directs_globaux",3249
1948,"Hongrie","HU","Directs_globaux",281
1948,"Irlande","IE","Directs_globaux",56
1948,"Italie","IT","Directs_globaux",2000
1948,"Japon","JP","Directs_globaux",1114
1948,"Liban","LB","Directs_globaux",59
1948,"Mexique","MX","Directs_globaux",65
1948,"Maroc","MA","Directs_globaux",43
1948,"Nouvelle-Zélande","NZ","Directs_globaux",239
1948,"Norvège","NO","Directs_globaux",1632
1948,"Pologne","PL","Directs_globaux",31
1948,"Portugal","PT","Directs_globaux",151
1948,"Afrique du Sud","ZA","Directs_globaux",208
1948,"Espagne","ES","Directs_globaux",2251
1948,"Suède","SE","Directs_globaux",88
1948,"Suisse","CH","Directs_globaux",14157
1948,"République arabe syrienne","SY","Directs_globaux",46
1948,"Trinité-et-Tobago","TT","Directs_globaux",1
1948,"Tunisie","TN","Directs_globaux",57
1948,"Royaume-Uni","GB","Directs_globaux",5060
1948,"États-Unis d'Amérique","US","Directs_globaux",3968
1949,"Australie","AU","Directs_globaux",962
1949,"Autriche","AT","Directs_globaux",6063
1949,"Belgique","BE","Directs_globaux",2300
1949,"Canada","CA","Directs_globaux",795
1949,"Tchécoslovaquie","CS","Directs_globaux",507
1949,"Danemark","DK","Directs_globaux",2873
1949,"France","FR","Directs_globaux",4022
1949,"Irlande","IE","Directs_globaux",54
1949,"Israël","IL","Directs_globaux",29
1949,"Italie","IT","Directs_globaux",3200
1949,"Japon","JP","Directs_globaux",1915
1949,"Liban","LB","Directs_globaux",181
1949,"Mexique","MX","Directs_globaux",83
1949,"Maroc","MA","Directs_globaux",115
1949,"Nouvelle-Zélande","NZ","Directs_globaux",334
1949,"Norvège","NO","Directs_globaux",1735
1949,"Pologne","PL","Directs_globaux",184
1949,"Portugal","PT","Directs_globaux",174
1949,"Afrique du Sud","ZA","Directs_globaux",239
1949,"Espagne","ES","Directs_globaux",3655
1949,"Sri Lanka","LK","Directs_globaux",7
1949,"Suède","SE","Directs_globaux",148
1949,"Suisse","CH","Directs_globaux",17731
1949,"République arabe syrienne","SY","Directs_globaux",56
1949,"Tunisie","TN","Directs_globaux",12
1949,"Royaume-Uni","GB","Directs_globaux",4800
1949,"États-Unis d'Amérique","US","Directs_globaux",4450
1950,"Australie","AU","Directs_globaux",304
1950,"Autriche","AT","Directs_globaux",6504
1950,"Belgique","BE","Directs_globaux",2051
1950,"Brésil","BR","Directs_globaux",439
1950,"Canada","CA","Directs_globaux",653
1950,"Danemark","DK","Directs_globaux",1217
1950,"France","FR","Directs_globaux",12642
1950,"Allemagne","DE","Directs_globaux",19000
1950,"Irlande","IE","Directs_globaux",54
1950,"Israël","IL","Directs_globaux",47
1950,"Italie","IT","Directs_globaux",3400
1950,"Japon","JP","Directs_globaux",3676
1950,"Liban","LB","Directs_globaux",32
1950,"Mexique","MX","Directs_globaux",103
1950,"Maroc","MA","Directs_globaux",92
1950,"Nouvelle-Zélande","NZ","Directs_globaux",215
1950,"Norvège","NO","Directs_globaux",1156
1950,"Pologne","PL","Directs_globaux",94
1950,"Portugal","PT","Directs_globaux",191
1950,"Afrique du Sud","ZA","Directs_globaux",212
1950,"Espagne","ES","Directs_globaux",2511
1950,"Sri Lanka","LK","Directs_globaux",12
1950,"Suède","SE","Directs_globaux",107
1950,"Suisse","CH","Directs_globaux",19757
1950,"République arabe syrienne","SY","Directs_globaux",63
1950,"Trinité-et-Tobago","TT","Directs_globaux",4
1950,"Tunisie","TN","Directs_globaux",26
1950,"Royaume-Uni","GB","Directs_globaux",5362
1950,"États-Unis d'Amérique","US","Directs_globaux",4718
1951,"Australie","AU","Directs_globaux",579
1951,"Autriche","AT","Directs_globaux",5021
1951,"Belgique","BE","Directs_globaux",1413
1951,"Canada","CA","Directs_globaux",628
1951,"Tchécoslovaquie","CS","Directs_globaux",161
1951,"Danemark","DK","Directs_globaux",860
1951,"Égypte","EG","Directs_globaux",1
1951,"France","FR","Directs_globaux",10847
1951,"Allemagne","DE","Directs_globaux",14680
1951,"Irlande","IE","Directs_globaux",23
1951,"Israël","IL","Directs_globaux",74
1951,"Italie","IT","Directs_globaux",3550
1951,"Japon","JP","Directs_globaux",4152
1951,"Liban","LB","Directs_globaux",60
1951,"Mexique","MX","Directs_globaux",345
1951,"Maroc","MA","Directs_globaux",62
1951,"Nouvelle-Zélande","NZ","Directs_globaux",118
1951,"Norvège","NO","Directs_globaux",1730
1951,"Pologne","PL","Directs_globaux",96
1951,"Portugal","PT","Directs_globaux",113
1951,"Afrique du Sud","ZA","Directs_globaux",241
1951,"Espagne","ES","Directs_globaux",3878
1951,"Suède","SE","Directs_globaux",47
1951,"Suisse","CH","Directs_globaux",18898
1951,"République arabe syrienne","SY","Directs_globaux",84
1951,"Trinité-et-Tobago","TT","Directs_globaux",1
1951,"Tunisie","TN","Directs_globaux",12
1951,"Royaume-Uni","GB","Directs_globaux",8412
1951,"États-Unis d'Amérique","US","Directs_globaux",4163
1952,"Australie","AU","Directs_globaux",1388
1952,"Autriche","AT","Directs_globaux",6575
1952,"Belgique","BE","Directs_globaux",2000
1952,"Canada","CA","Directs_globaux",480
1952,"Tchécoslovaquie","CS","Directs_globaux",23
1952,"Danemark","DK","Directs_globaux",988
1952,"Égypte","EG","Directs_globaux",35
1952,"France","FR","Directs_globaux",13079
1952,"Allemagne","DE","Directs_globaux",16000
1952,"Irlande","IE","Directs_globaux",38
1952,"Israël","IL","Directs_globaux",66
1952,"Italie","IT","Directs_globaux",3650
1952,"Japon","JP","Directs_globaux",4256
1952,"Liban","LB","Directs_globaux",29
1952,"Mexique","MX","Directs_globaux",177
1952,"Maroc","MA","Directs_globaux",54
1952,"Nouvelle-Zélande","NZ","Directs_globaux",149
1952,"Norvège","NO","Directs_globaux",1465
1952,"Pologne","PL","Directs_globaux",117
1952,"Portugal","PT","Directs_globaux",114
1952,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",5
1952,"Afrique du Sud","ZA","Directs_globaux",261
1952,"Espagne","ES","Directs_globaux",1233
1952,"Sri Lanka","LK","Directs_globaux",23
1952,"Suède","SE","Directs_globaux",50
1952,"Suisse","CH","Directs_globaux",22190
1952,"République arabe syrienne","SY","Directs_globaux",132
1952,"Trinité-et-Tobago","TT","Directs_globaux",1
1952,"Tunisie","TN","Directs_globaux",17
1952,"Royaume-Uni","GB","Directs_globaux",8447
1952,"États-Unis d'Amérique","US","Directs_globaux",2959
1953,"Australie","AU","Directs_globaux",802
1953,"Autriche","AT","Directs_globaux",8230
1953,"Belgique","BE","Directs_globaux",2906
1953,"Canada","CA","Directs_globaux",431
1953,"Tchécoslovaquie","CS","Directs_globaux",29
1953,"Danemark","DK","Directs_globaux",840
1953,"Égypte","EG","Directs_globaux",717
1953,"France","FR","Directs_globaux",10218
1953,"Hongrie","HU","Directs_globaux",3
1953,"Irlande","IE","Directs_globaux",56
1953,"Israël","IL","Directs_globaux",71
1953,"Italie","IT","Directs_globaux",4000
1953,"Japon","JP","Directs_globaux",5302
1953,"Liban","LB","Directs_globaux",21
1953,"Mexique","MX","Directs_globaux",179
1953,"Maroc","MA","Directs_globaux",79
1953,"Nouvelle-Zélande","NZ","Directs_globaux",203
1953,"Norvège","NO","Directs_globaux",1459
1953,"Pologne","PL","Directs_globaux",10
1953,"Portugal","PT","Directs_globaux",244
1953,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",57
1953,"Afrique du Sud","ZA","Directs_globaux",338
1953,"Espagne","ES","Directs_globaux",942
1953,"Sri Lanka","LK","Directs_globaux",81
1953,"Suède","SE","Directs_globaux",43
1953,"Suisse","CH","Directs_globaux",19541
1953,"République arabe syrienne","SY","Directs_globaux",296
1953,"Tunisie","TN","Directs_globaux",17
1953,"Royaume-Uni","GB","Directs_globaux",7435
1953,"États-Unis d'Amérique","US","Directs_globaux",2713
1954,"Australie","AU","Directs_globaux",900
1954,"Autriche","AT","Directs_globaux",9006
1954,"Belgique","BE","Directs_globaux",2919
1954,"Canada","CA","Directs_globaux",560
1954,"Tchécoslovaquie","CS","Directs_globaux",44
1954,"Danemark","DK","Directs_globaux",852
1954,"Égypte","EG","Directs_globaux",854
1954,"France","FR","Directs_globaux",10831
1954,"Allemagne","DE","NonRésident_direct",108
1954,"Hongrie","HU","Directs_globaux",59
1954,"Irlande","IE","Directs_globaux",66
1954,"Israël","IL","Directs_globaux",136
1954,"Italie","IT","Directs_globaux",1199
1954,"Japon","JP","Directs_globaux",6610
1954,"Liban","LB","Directs_globaux",55
1954,"Liechtenstein","LI","Directs_globaux",4
1954,"Mexique","MX","Directs_globaux",153
1954,"Maroc","MA","Directs_globaux",56
1954,"Nouvelle-Zélande","NZ","Directs_globaux",238
1954,"Norvège","NO","Directs_globaux",1419
1954,"Pologne","PL","Directs_globaux",15
1954,"Portugal","PT","Directs_globaux",165
1954,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",35
1954,"Espagne","ES","Directs_globaux",1086
1954,"Sri Lanka","LK","Directs_globaux",149
1954,"Suède","SE","Directs_globaux",27
1954,"Suisse","CH","Directs_globaux",27627
1954,"République arabe syrienne","SY","Directs_globaux",171
1954,"Trinité-et-Tobago","TT","Directs_globaux",2
1954,"Tunisie","TN","Directs_globaux",27
1954,"Royaume-Uni","GB","Directs_globaux",7316
1954,"États-Unis d'Amérique","US","Directs_globaux",2536
1955,"Australie","AU","Directs_globaux",819
1955,"Autriche","AT","Directs_globaux",9465
1955,"Belgique","BE","Directs_globaux",3063
1955,"Brésil","BR","Directs_globaux",224
1955,"Canada","CA","Directs_globaux",286
1955,"Tchécoslovaquie","CS","Directs_globaux",117
1955,"Danemark","DK","Directs_globaux",788
1955,"Égypte","EG","Directs_globaux",965
1955,"Allemagne","DE","Résident_direct",59009
1955,"Allemagne","DE","NonRésident_direct",387
1955,"Hongrie","HU","Directs_globaux",166
1955,"Irlande","IE","Directs_globaux",40
1955,"Israël","IL","Directs_globaux",289
1955,"Italie","IT","Directs_globaux",1405
1955,"Japon","JP","Directs_globaux",7157
1955,"Liban","LB","Directs_globaux",102
1955,"Mexique","MX","Directs_globaux",304
1955,"Maroc","MA","Directs_globaux",51
1955,"Nouvelle-Zélande","NZ","Directs_globaux",249
1955,"Norvège","NO","Directs_globaux",1244
1955,"Pologne","PL","Directs_globaux",31
1955,"Portugal","PT","Directs_globaux",191
1955,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",92
1955,"Afrique du Sud","ZA","Directs_globaux",626
1955,"Espagne","ES","Directs_globaux",1060
1955,"Sri Lanka","LK","Directs_globaux",87
1955,"Suède","SE","Directs_globaux",45
1955,"Suisse","CH","Directs_globaux",26014
1955,"République arabe syrienne","SY","Directs_globaux",145
1955,"Trinité-et-Tobago","TT","Directs_globaux",1
1955,"Tunisie","TN","Directs_globaux",12
1955,"Royaume-Uni","GB","Directs_globaux",8121
1955,"États-Unis d'Amérique","US","Directs_globaux",2713
1956,"Australie","AU","Directs_globaux",458
1956,"Autriche","AT","Directs_globaux",8139
1956,"Belgique","BE","Directs_globaux",2554
1956,"Brésil","BR","Directs_globaux",375
1956,"Canada","CA","Directs_globaux",586
1956,"Tchécoslovaquie","CS","Directs_globaux",218
1956,"Danemark","DK","Directs_globaux",785
1956,"Égypte","EG","Directs_globaux",641
1956,"Rép. dém. Allemande","D2","Directs_globaux",600
1956,"Allemagne","DE","Directs_globaux",67433
1956,"Hongrie","HU","Directs_globaux",137
1956,"Irlande","IE","Directs_globaux",38
1956,"Israël","IL","Directs_globaux",191
1956,"Italie","IT","Directs_globaux",1513
1956,"Japon","JP","Directs_globaux",8137
1956,"Liban","LB","Directs_globaux",49
1956,"Maroc","MA","Directs_globaux",37
1956,"Norvège","NO","Directs_globaux",1200
1956,"Pologne","PL","Directs_globaux",27
1956,"Portugal","PT","Directs_globaux",122
1956,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",73
1956,"Afrique du Sud","ZA","Directs_globaux",459
1956,"Espagne","ES","Directs_globaux",1480
1956,"Sri Lanka","LK","Directs_globaux",41
1956,"Suède","SE","Directs_globaux",47
1956,"Suisse","CH","Directs_globaux",24312
1956,"République arabe syrienne","SY","Directs_globaux",330
1956,"Trinité-et-Tobago","TT","Directs_globaux",13
1956,"Tunisie","TN","Directs_globaux",7
1956,"Royaume-Uni","GB","Directs_globaux",7821
1956,"États-Unis d'Amérique","US","Directs_globaux",2977
1957,"Australie","AU","Directs_globaux",917
1957,"Autriche","AT","Directs_globaux",7755
1957,"Belgique","BE","Directs_globaux",2587
1957,"Canada","CA","Directs_globaux",601
1957,"Tchécoslovaquie","CS","Directs_globaux",262
1957,"Danemark","DK","Directs_globaux",725
1957,"Égypte","EG","Directs_globaux",639
1957,"Rép. dém. Allemande","D2","Directs_globaux",1115
1957,"Allemagne","DE","Directs_globaux",64168
1957,"Hongrie","HU","Directs_globaux",421
1957,"Irlande","IE","Directs_globaux",70
1957,"Israël","IL","Directs_globaux",276
1957,"Italie","IT","Directs_globaux",1590
1957,"Japon","JP","Directs_globaux",11399
1957,"Liban","LB","Directs_globaux",34
1957,"Mexique","MX","Directs_globaux",130
1957,"Monaco","MC","Directs_globaux",51
1957,"Maroc","MA","Directs_globaux",42
1957,"Nouvelle-Zélande","NZ","Directs_globaux",221
1957,"Norvège","NO","Directs_globaux",1069
1957,"Pologne","PL","Directs_globaux",21
1957,"Portugal","PT","Directs_globaux",197
1957,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",67
1957,"Afrique du Sud","ZA","Directs_globaux",493
1957,"Espagne","ES","Directs_globaux",1173
1957,"Sri Lanka","LK","Directs_globaux",9
1957,"Suède","SE","Directs_globaux",56
1957,"Suisse","CH","Directs_globaux",30657
1957,"République arabe syrienne","SY","Directs_globaux",41
1957,"Trinité-et-Tobago","TT","Directs_globaux",1
1957,"Tunisie","TN","Directs_globaux",26
1957,"Royaume-Uni","GB","Directs_globaux",8320
1957,"États-Unis d'Amérique","US","Directs_globaux",2362
1958,"Australie","AU","Directs_globaux",1758
1958,"Autriche","AT","Directs_globaux",8962
1958,"Belgique","BE","Directs_globaux",3571
1958,"Brésil","BR","Directs_globaux",61
1958,"Canada","CA","Directs_globaux",665
1958,"Tchécoslovaquie","CS","Directs_globaux",106
1958,"Danemark","DK","Directs_globaux",838
1958,"Égypte","EG","Directs_globaux",252
1958,"France","FR","Directs_globaux",9028
1958,"Rép. dém. Allemande","D2","Directs_globaux",1134
1958,"Allemagne","DE","Directs_globaux",71541
1958,"Hongrie","HU","Directs_globaux",480
1958,"Irlande","IE","Directs_globaux",63
1958,"Israël","IL","Directs_globaux",227
1958,"Japon","JP","Directs_globaux",13890
1958,"Liban","LB","Directs_globaux",14
1958,"Monaco","MC","Directs_globaux",23
1958,"Maroc","MA","Directs_globaux",47
1958,"Nouvelle-Zélande","NZ","Directs_globaux",193
1958,"Norvège","NO","Directs_globaux",1206
1958,"Pologne","PL","Directs_globaux",28
1958,"Portugal","PT","Directs_globaux",195
1958,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",92
1958,"Espagne","ES","Directs_globaux",1792
1958,"Sri Lanka","LK","Directs_globaux",4
1958,"Suède","SE","Directs_globaux",51
1958,"Suisse","CH","Directs_globaux",32886
1958,"Trinité-et-Tobago","TT","Directs_globaux",3
1958,"Tunisie","TN","Directs_globaux",6
1958,"Royaume-Uni","GB","Directs_globaux",8680
1958,"États-Unis d'Amérique","US","Directs_globaux",2374
1958,"Zimbabwe","ZW","Directs_globaux",5
1959,"Australie","AU","Directs_globaux",819
1959,"Autriche","AT","Directs_globaux",8279
1959,"Belgique","BE","Directs_globaux",2411
1959,"Canada","CA","Directs_globaux",684
1959,"Tchécoslovaquie","CS","Directs_globaux",155
1959,"Danemark","DK","Directs_globaux",691
1959,"Égypte","EG","Directs_globaux",101
1959,"Rép. dém. Allemande","D2","Directs_globaux",553
1959,"Allemagne","DE","Directs_globaux",63489
1959,"Hongrie","HU","Directs_globaux",292
1959,"Irlande","IE","Directs_globaux",54
1959,"Israël","IL","Directs_globaux",203
1959,"Italie","IT","Directs_globaux",1832
1959,"Japon","JP","Directs_globaux",14109
1959,"Liban","LB","Directs_globaux",93
1959,"Monaco","MC","Directs_globaux",36
1959,"Maroc","MA","Directs_globaux",41
1959,"Nouvelle-Zélande","NZ","Directs_globaux",244
1959,"Norvège","NO","Directs_globaux",1131
1959,"Pologne","PL","Directs_globaux",112
1959,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",106
1959,"Suède","SE","Directs_globaux",118
1959,"Suisse","CH","Directs_globaux",27372
1959,"Trinité-et-Tobago","TT","Directs_globaux",10
1959,"Tunisie","TN","Directs_globaux",10
1959,"Royaume-Uni","GB","Directs_globaux",7893
1959,"États-Unis d'Amérique","US","Directs_globaux",2768
1959,"Zimbabwe","ZW","Directs_globaux",64
1960,"Australie","AU","Directs_globaux",1680
1960,"Autriche","AT","Directs_globaux",7588
1960,"Belgique","BE","Directs_globaux",2410
1960,"Canada","CA","Directs_globaux",790
1960,"Tchécoslovaquie","CS","Directs_globaux",192
1960,"Danemark","DK","Directs_globaux",692
1960,"Égypte","EG","Directs_globaux",205
1960,"Rép. dém. Allemande","D2","Directs_globaux",568
1960,"Allemagne","DE","Directs_globaux",60183
1960,"Hongrie","HU","Directs_globaux",246
1960,"Irlande","IE","Directs_globaux",56
1960,"Israël","IL","Directs_globaux",248
1960,"Japon","JP","Directs_globaux",15883
1960,"Liban","LB","Directs_globaux",110
1960,"Mexique","MX","Directs_globaux",39
1960,"Monaco","MC","Directs_globaux",29
1960,"Maroc","MA","Directs_globaux",36
1960,"Nouvelle-Zélande","NZ","Directs_globaux",234
1960,"Norvège","NO","Directs_globaux",1018
1960,"Portugal","PT","Directs_globaux",147
1960,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",39
1960,"Afrique du Sud","ZA","Directs_globaux",850
1960,"Espagne","ES","Directs_globaux",1782
1960,"Sri Lanka","LK","Directs_globaux",12
1960,"Suède","SE","Directs_globaux",124
1960,"Suisse","CH","Directs_globaux",20187
1960,"Trinité-et-Tobago","TT","Directs_globaux",8
1960,"Tunisie","TN","Directs_globaux",17
1960,"Royaume-Uni","GB","Directs_globaux",7840
1960,"États-Unis d'Amérique","US","Directs_globaux",2543
1960,"Zimbabwe","ZW","Directs_globaux",45
1961,"Australie","AU","Directs_globaux",1522
1961,"Autriche","AT","Directs_globaux",6619
1961,"Belgique","BE","Directs_globaux",1904
1961,"Canada","CA","Directs_globaux",795
1961,"Tchécoslovaquie","CS","Directs_globaux",171
1961,"Danemark","DK","Directs_globaux",639
1961,"Égypte","EG","Directs_globaux",172
1961,"Rép. dém. Allemande","D2","Directs_globaux",390
1961,"Allemagne","DE","Directs_globaux",54907
1961,"Hongrie","HU","Directs_globaux",239
1961,"Irlande","IE","Directs_globaux",95
1961,"Israël","IL","Directs_globaux",339
1961,"Italie","IT","Directs_globaux",3500
1961,"Japon","JP","Directs_globaux",11931
1961,"Liban","LB","Directs_globaux",42
1961,"Mexique","MX","Directs_globaux",19
1961,"Monaco","MC","Directs_globaux",26
1961,"Maroc","MA","Directs_globaux",42
1961,"Nouvelle-Zélande","NZ","Directs_globaux",253
1961,"Norvège","NO","Directs_globaux",893
1961,"Pologne","PL","Directs_globaux",75
1961,"Portugal","PT","Directs_globaux",166
1961,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",64
1961,"Afrique du Sud","ZA","Directs_globaux",832
1961,"Espagne","ES","Directs_globaux",2415
1961,"Sri Lanka","LK","Directs_globaux",5
1961,"Suède","SE","Directs_globaux",162
1961,"Suisse","CH","Directs_globaux",14985
1961,"République arabe syrienne","SY","Directs_globaux",172
1961,"Trinité-et-Tobago","TT","Directs_globaux",18
1961,"Royaume-Uni","GB","Directs_globaux",8361
1961,"États-Unis d'Amérique","US","Directs_globaux",2487
1961,"Zimbabwe","ZW","Directs_globaux",51
1962,"Australie","AU","Directs_globaux",1064
1962,"Autriche","AT","Directs_globaux",7466
1962,"Belgique","BE","Directs_globaux",1851
1962,"Canada","CA","Directs_globaux",684
1962,"Tchécoslovaquie","CS","Directs_globaux",226
1962,"Danemark","DK","Directs_globaux",699
1962,"Égypte","EG","Directs_globaux",385
1962,"France","FR","Directs_globaux",8306
1962,"Rép. dém. Allemande","D2","Directs_globaux",352
1962,"Allemagne","DE","Directs_globaux",55489
1962,"Hongrie","HU","Directs_globaux",288
1962,"Irlande","IE","Directs_globaux",66
1962,"Israël","IL","Directs_globaux",160
1962,"Japon","JP","Directs_globaux",17346
1962,"Liban","LB","Directs_globaux",88
1962,"Mexique","MX","Directs_globaux",11
1962,"Monaco","MC","Directs_globaux",18
1962,"Maroc","MA","Directs_globaux",37
1962,"Nouvelle-Zélande","NZ","Directs_globaux",226
1962,"Norvège","NO","Directs_globaux",908
1962,"Pologne","PL","Directs_globaux",110
1962,"Portugal","PT","Directs_globaux",208
1962,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",81
1962,"Afrique du Sud","ZA","Directs_globaux",926
1962,"Espagne","ES","Directs_globaux",1762
1962,"Sri Lanka","LK","Directs_globaux",13
1962,"Suède","SE","Directs_globaux",146
1962,"Suisse","CH","Directs_globaux",891
1962,"République arabe syrienne","SY","Directs_globaux",16
1962,"Royaume-Uni","GB","Directs_globaux",7431
1962,"États-Unis d'Amérique","US","Directs_globaux",2300
1962,"Zimbabwe","ZW","Directs_globaux",28
1963,"Australie","AU","Directs_globaux",1251
1963,"Autriche","AT","Résident_direct",5081
1963,"Autriche","AT","NonRésident_direct",2271
1963,"Belgique","BE","Résident_direct",2123
1963,"Belgique","BE","NonRésident_direct",168
1963,"Canada","CA","Directs_globaux",788
1963,"Chili","CL","Résident_direct",21
1963,"Colombie","CO","Résident_direct",64
1963,"Colombie","CO","NonRésident_direct",34
1963,"Cuba","CU","Résident_direct",21
1963,"Tchécoslovaquie","CS","Résident_direct",220
1963,"Tchécoslovaquie","CS","NonRésident_direct",14
1963,"Danemark","DK","Directs_globaux",753
1963,"Rép. dém. Allemande","D2","Directs_globaux",641
1963,"Allemagne","DE","Résident_direct",56341
1963,"Allemagne","DE","NonRésident_direct",404
1963,"Hongrie","HU","Résident_direct",419
1963,"Hongrie","HU","NonRésident_direct",2
1963,"Inde","IN","Résident_direct",3649
1963,"Inde","IN","NonRésident_direct",54
1963,"Irlande","IE","Résident_direct",15
1963,"Irlande","IE","NonRésident_direct",45
1963,"Israël","IL","Résident_direct",190
1963,"Israël","IL","NonRésident_direct",40
1963,"Italie","IT","Résident_direct",397
1963,"Italie","IT","NonRésident_direct",118
1963,"Jamaïque","JM","Résident_direct",3
1963,"Jamaïque","JM","NonRésident_direct",4
1963,"Japon","JP","Résident_direct",14230
1963,"Japon","JP","NonRésident_direct",197
1963,"Liban","LB","Résident_direct",211
1963,"Liban","LB","NonRésident_direct",124
1963,"Liechtenstein","LI","Résident_direct",5
1963,"Mexique","MX","Résident_direct",16
1963,"Mexique","MX","NonRésident_direct",12
1963,"Maroc","MA","Résident_direct",33
1963,"Maroc","MA","NonRésident_direct",9
1963,"Nouvelle-Zélande","NZ","Résident_direct",160
1963,"Nouvelle-Zélande","NZ","NonRésident_direct",171
1963,"Norvège","NO","Directs_globaux",884
