//Enregistrements de dessins et modèles industriels par office,
"//par résident direct, non-résident direct et système de la Haye",
//Source : base de données statistiques de l’OMPI, décembre 2011
//Note: Des données peuvent manquer pour certains offices ou pour certaines années.,

Année,Nom'Office,Code'Office,Type'enregistrant,Nombre'enregistrements
1920,"Portugal","PT","Directs_globaux",24
1920,"Espagne","ES","Directs_globaux",168
1920,"Suède","SE","Directs_globaux",57
1920,"Suisse","CH","Résident_direct",252705
1920,"Suisse","CH","NonRésident_direct",109
1920,"Tunisie","TN","Directs_globaux",7
1920,"Royaume-Uni","GB","Directs_globaux",13071
1920,"États-Unis d'Amérique","US","Directs_globaux",2481
1921,"Australie","AU","Directs_globaux",300
1921,"Autriche","AT","Directs_globaux",2680
1921,"Belgique","BE","Directs_globaux",351
1921,"Canada","CA","Directs_globaux",259
1921,"Tchécoslovaquie","CS","Directs_globaux",2149
1921,"Danemark","DK","Directs_globaux",865
1921,"France","FR","Directs_globaux",4758
1921,"Allemagne","DE","Directs_globaux",38310
1921,"Hongrie","HU","Directs_globaux",336
1921,"Italie","IT","Résident_direct",159
1921,"Italie","IT","NonRésident_direct",31
1921,"Japon","JP","Directs_globaux",1437
1921,"Mexique","MX","Directs_globaux",61
1921,"Maroc","MA","Directs_globaux",2
1921,"Nouvelle-Zélande","NZ","Directs_globaux",135
1921,"Norvège","NO","Directs_globaux",267
1921,"Pologne","PL","Directs_globaux",310
1921,"Portugal","PT","Directs_globaux",85
1921,"Espagne","ES","Directs_globaux",234
1921,"Suède","SE","Directs_globaux",36
1921,"Suisse","CH","Résident_direct",143217
1921,"Suisse","CH","NonRésident_direct",1626
1921,"Tunisie","TN","Directs_globaux",19
1921,"Royaume-Uni","GB","Directs_globaux",12313
1921,"États-Unis d'Amérique","US","Directs_globaux",3265
1922,"Australie","AU","Directs_globaux",380
1922,"Autriche","AT","Directs_globaux",4571
1922,"Belgique","BE","Directs_globaux",573
1922,"Canada","CA","Directs_globaux",369
1922,"Tchécoslovaquie","CS","Directs_globaux",3675
1922,"Danemark","DK","Directs_globaux",1293
1922,"France","FR","Directs_globaux",31378
1922,"Allemagne","DE","Directs_globaux",30676
1922,"Hongrie","HU","Directs_globaux",354
1922,"Italie","IT","Résident_direct",65
1922,"Italie","IT","NonRésident_direct",71
1922,"Japon","JP","Directs_globaux",1416
1922,"Mexique","MX","Directs_globaux",149
1922,"Maroc","MA","Directs_globaux",5
1922,"Nouvelle-Zélande","NZ","Directs_globaux",153
1922,"Norvège","NO","Directs_globaux",418
1922,"Pologne","PL","Directs_globaux",254
1922,"Portugal","PT","Directs_globaux",31
1922,"Espagne","ES","Directs_globaux",272
1922,"Suède","SE","Directs_globaux",36
1922,"Suisse","CH","Résident_direct",183650
1922,"Suisse","CH","NonRésident_direct",283
1922,"Tunisie","TN","Directs_globaux",5
1922,"Royaume-Uni","GB","Directs_globaux",14419
1922,"États-Unis d'Amérique","US","Directs_globaux",1609
1923,"Australie","AU","Directs_globaux",377
1923,"Autriche","AT","Directs_globaux",4823
1923,"Belgique","BE","Directs_globaux",640
1923,"Canada","CA","Directs_globaux",372
1923,"Tchécoslovaquie","CS","Directs_globaux",3737
1923,"Danemark","DK","Directs_globaux",1329
1923,"France","FR","Directs_globaux",33183
1923,"Hongrie","HU","Directs_globaux",268
1923,"Italie","IT","Résident_direct",109
1923,"Italie","IT","NonRésident_direct",15
1923,"Japon","JP","Résident_direct",789
1923,"Japon","JP","NonRésident_direct",6
1923,"Maroc","MA","Directs_globaux",14
1923,"Nouvelle-Zélande","NZ","Directs_globaux",171
1923,"Norvège","NO","Directs_globaux",438
1923,"Pologne","PL","Directs_globaux",283
1923,"Portugal","PT","Directs_globaux",37
1923,"Espagne","ES","Directs_globaux",250
1923,"Suède","SE","Directs_globaux",53
1923,"Suisse","CH","Résident_direct",220522
1923,"Suisse","CH","NonRésident_direct",768
1923,"Tunisie","TN","Directs_globaux",20
1923,"Royaume-Uni","GB","Directs_globaux",17807
1923,"États-Unis d'Amérique","US","Directs_globaux",1927
1924,"Australie","AU","Directs_globaux",453
1924,"Autriche","AT","Directs_globaux",6174
1924,"Belgique","BE","Directs_globaux",831
1924,"Canada","CA","Directs_globaux",407
1924,"Tchécoslovaquie","CS","Directs_globaux",5141
1924,"Danemark","DK","Directs_globaux",1572
1924,"France","FR","Directs_globaux",2541
1924,"Allemagne","DE","Directs_globaux",35277
1924,"Hongrie","HU","Directs_globaux",404
1924,"Italie","IT","Résident_direct",746
1924,"Italie","IT","NonRésident_direct",94
1924,"Japon","JP","Résident_direct",1862
1924,"Japon","JP","NonRésident_direct",10
1924,"Mexique","MX","Directs_globaux",69
1924,"Maroc","MA","Directs_globaux",13
1924,"Nouvelle-Zélande","NZ","Directs_globaux",168
1924,"Norvège","NO","Directs_globaux",420
1924,"Pologne","PL","Directs_globaux",40
1924,"Portugal","PT","Directs_globaux",81
1924,"Espagne","ES","Directs_globaux",248
1924,"Suède","SE","Directs_globaux",65
1924,"Suisse","CH","Résident_direct",193574
1924,"Suisse","CH","NonRésident_direct",1182
1924,"Tunisie","TN","Directs_globaux",10
1924,"Royaume-Uni","GB","Directs_globaux",20155
1924,"États-Unis d'Amérique","US","Directs_globaux",2670
1925,"Australie","AU","Directs_globaux",446
1925,"Autriche","AT","Directs_globaux",6279
1925,"Belgique","BE","Directs_globaux",1308
1925,"Canada","CA","Directs_globaux",456
1925,"Tchécoslovaquie","CS","Directs_globaux",5353
1925,"Danemark","DK","Directs_globaux",1522
1925,"France","FR","Directs_globaux",40347
1925,"Allemagne","DE","Directs_globaux",57035
1925,"Hongrie","HU","Directs_globaux",516
1925,"Italie","IT","Résident_direct",619
1925,"Italie","IT","NonRésident_direct",81
1925,"Japon","JP","Résident_direct",3042
1925,"Japon","JP","NonRésident_direct",7
1925,"Mexique","MX","Directs_globaux",71
1925,"Maroc","MA","Directs_globaux",18
1925,"Nouvelle-Zélande","NZ","Directs_globaux",156
1925,"Norvège","NO","Directs_globaux",519
1925,"Pologne","PL","Directs_globaux",338
1925,"Portugal","PT","Directs_globaux",90
1925,"Union soviétique","SU","Directs_globaux",54
1925,"Espagne","ES","Directs_globaux",385
1925,"Suède","SE","Directs_globaux",69
1925,"Suisse","CH","Résident_direct",234378
1925,"Suisse","CH","NonRésident_direct",400
1925,"Tunisie","TN","Directs_globaux",8
1925,"Royaume-Uni","GB","Directs_globaux",22308
1925,"États-Unis d'Amérique","US","Directs_globaux",2819
1926,"Australie","AU","Directs_globaux",539
1926,"Autriche","AT","Directs_globaux",6697
1926,"Belgique","BE","Directs_globaux",1665
1926,"Canada","CA","Directs_globaux",494
1926,"Cuba","CU","Directs_globaux",13
1926,"Tchécoslovaquie","CS","Directs_globaux",7129
1926,"Danemark","DK","Directs_globaux",1497
1926,"France","FR","Directs_globaux",1297
1926,"Allemagne","DE","Directs_globaux",78021
1926,"Hongrie","HU","Directs_globaux",647
1926,"Italie","IT","Résident_direct",282
1926,"Italie","IT","NonRésident_direct",88
1926,"Japon","JP","Résident_direct",3747
1926,"Japon","JP","NonRésident_direct",27
1926,"Mexique","MX","Directs_globaux",65
1926,"Maroc","MA","Directs_globaux",14
1926,"Nouvelle-Zélande","NZ","Directs_globaux",158
1926,"Norvège","NO","Directs_globaux",517
1926,"Pologne","PL","Directs_globaux",311
1926,"Portugal","PT","Directs_globaux",71
1926,"Union soviétique","SU","Directs_globaux",218
1926,"Espagne","ES","Directs_globaux",493
1926,"Suède","SE","Directs_globaux",81
1926,"Suisse","CH","Résident_direct",201942
1926,"Suisse","CH","NonRésident_direct",200
1926,"Tunisie","TN","Directs_globaux",12
1926,"Royaume-Uni","GB","Directs_globaux",21874
1926,"États-Unis d'Amérique","US","Directs_globaux",2597
1927,"Australie","AU","Directs_globaux",546
1927,"Autriche","AT","Directs_globaux",5937
1927,"Canada","CA","Directs_globaux",376
1927,"Tchécoslovaquie","CS","Directs_globaux",7772
1927,"Danemark","DK","Directs_globaux",1671
1927,"France","FR","Directs_globaux",45566
1927,"Allemagne","DE","Directs_globaux",77591
1927,"Hongrie","HU","Directs_globaux",564
1927,"Italie","IT","Résident_direct",368
1927,"Italie","IT","NonRésident_direct",62
1927,"Japon","JP","Résident_direct",4670
1927,"Japon","JP","NonRésident_direct",21
1927,"Mexique","MX","Directs_globaux",79
1927,"Maroc","MA","Directs_globaux",12
1927,"Nouvelle-Zélande","NZ","Directs_globaux",157
1927,"Norvège","NO","Résident_direct",460
1927,"Norvège","NO","NonRésident_direct",42
1927,"Pologne","PL","Directs_globaux",450
1927,"Portugal","PT","Directs_globaux",84
1927,"Union soviétique","SU","Directs_globaux",374
1927,"Espagne","ES","Directs_globaux",648
1927,"Suède","SE","Directs_globaux",107
1927,"Suisse","CH","Résident_direct",214983
1927,"Suisse","CH","NonRésident_direct",2767
1927,"Tunisie","TN","Directs_globaux",18
1927,"Royaume-Uni","GB","Directs_globaux",21009
1927,"États-Unis d'Amérique","US","Directs_globaux",2387
1928,"Australie","AU","Directs_globaux",694
1928,"Autriche","AT","Directs_globaux",8242
1928,"Belgique","BE","Directs_globaux",1322
1928,"Canada","CA","Directs_globaux",411
1928,"Tchécoslovaquie","CS","Directs_globaux",7668
1928,"Danemark","DK","Directs_globaux",1671
1928,"France","FR","Directs_globaux",3349
1928,"Allemagne","DE","Directs_globaux",95965
1928,"Hongrie","HU","Directs_globaux",628
1928,"Italie","IT","Résident_direct",276
1928,"Italie","IT","NonRésident_direct",86
1928,"Japon","JP","Résident_direct",4357
1928,"Japon","JP","NonRésident_direct",9
1928,"Mexique","MX","Directs_globaux",129
1928,"Maroc","MA","Directs_globaux",17
1928,"Nouvelle-Zélande","NZ","Directs_globaux",128
1928,"Norvège","NO","Résident_direct",502
1928,"Norvège","NO","NonRésident_direct",87
1928,"Pologne","PL","Directs_globaux",520
1928,"Portugal","PT","Directs_globaux",116
1928,"Union soviétique","SU","Directs_globaux",560
1928,"Espagne","ES","Directs_globaux",590
1928,"Suède","SE","Directs_globaux",140
1928,"Suisse","CH","Résident_direct",220734
1928,"Suisse","CH","NonRésident_direct",6745
1928,"Tunisie","TN","Directs_globaux",19
1928,"Royaume-Uni","GB","Directs_globaux",23899
1928,"États-Unis d'Amérique","US","Directs_globaux",3182
1929,"Australie","AU","Directs_globaux",547
1929,"Autriche","AT","Directs_globaux",11525
1929,"Belgique","BE","Directs_globaux",1808
1929,"Canada","CA","Directs_globaux",337
1929,"Danemark","DK","Directs_globaux",1469
1929,"France","FR","Directs_globaux",43715
1929,"Allemagne","DE","Directs_globaux",124020
1929,"Hongrie","HU","Directs_globaux",1169
1929,"Irlande","IE","Directs_globaux",612
1929,"Italie","IT","Résident_direct",602
1929,"Italie","IT","NonRésident_direct",121
1929,"Japon","JP","Résident_direct",5295
1929,"Japon","JP","NonRésident_direct",13
1929,"Mexique","MX","Directs_globaux",96
1929,"Maroc","MA","Directs_globaux",27
1929,"Norvège","NO","Résident_direct",552
1929,"Norvège","NO","NonRésident_direct",38
1929,"Pologne","PL","Directs_globaux",695
1929,"Portugal","PT","Directs_globaux",69
1929,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",113
1929,"Union soviétique","SU","Directs_globaux",1046
1929,"Espagne","ES","Directs_globaux",697
1929,"Suède","SE","Directs_globaux",101
1929,"Suisse","CH","Résident_direct",151338
1929,"Suisse","CH","NonRésident_direct",6157
1929,"Tunisie","TN","Directs_globaux",13
1929,"Royaume-Uni","GB","Directs_globaux",22072
1929,"États-Unis d'Amérique","US","Directs_globaux",2905
1930,"Australie","AU","Directs_globaux",648
1930,"Autriche","AT","Directs_globaux",12154
1930,"Belgique","BE","Directs_globaux",2081
1930,"Canada","CA","Directs_globaux",408
1930,"Tchécoslovaquie","CS","Directs_globaux",11476
1930,"Danemark","DK","Directs_globaux",1791
1930,"France","FR","Directs_globaux",48162
1930,"Allemagne","DE","Directs_globaux",126702
1930,"Hongrie","HU","Directs_globaux",1446
1930,"Irlande","IE","Directs_globaux",92
1930,"Italie","IT","Résident_direct",542
1930,"Italie","IT","NonRésident_direct",101
1930,"Japon","JP","Résident_direct",5995
1930,"Japon","JP","NonRésident_direct",19
1930,"Mexique","MX","Directs_globaux",59
1930,"Maroc","MA","Directs_globaux",31
1930,"Nouvelle-Zélande","NZ","Directs_globaux",115
1930,"Norvège","NO","Résident_direct",645
1930,"Norvège","NO","NonRésident_direct",64
1930,"Pologne","PL","Directs_globaux",879
1930,"Portugal","PT","Directs_globaux",122
1930,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",73
1930,"Espagne","ES","Directs_globaux",830
1930,"Suède","SE","Directs_globaux",127
1930,"Suisse","CH","Résident_direct",119188
1930,"Suisse","CH","NonRésident_direct",3625
1930,"Tunisie","TN","Directs_globaux",14
1930,"Royaume-Uni","GB","Directs_globaux",20169
1930,"États-Unis d'Amérique","US","Directs_globaux",2710
1931,"Australie","AU","Directs_globaux",538
1931,"Autriche","AT","Directs_globaux",13181
1931,"Belgique","BE","Directs_globaux",2507
1931,"Canada","CA","Directs_globaux",495
1931,"Tchécoslovaquie","CS","Directs_globaux",10565
1931,"Danemark","DK","Directs_globaux",2365
1931,"France","FR","Directs_globaux",45083
1931,"Allemagne","DE","Directs_globaux",111369
1931,"Hongrie","HU","Directs_globaux",884
1931,"Irlande","IE","Directs_globaux",118
1931,"Italie","IT","Résident_direct",642
1931,"Italie","IT","NonRésident_direct",184
1931,"Japon","JP","Résident_direct",4801
1931,"Japon","JP","NonRésident_direct",18
1931,"Mexique","MX","Directs_globaux",62
1931,"Maroc","MA","Directs_globaux",45
1931,"Nouvelle-Zélande","NZ","Directs_globaux",128
1931,"Norvège","NO","Résident_direct",726
1931,"Norvège","NO","NonRésident_direct",53
1931,"Pologne","PL","Directs_globaux",1056
1931,"Portugal","PT","Directs_globaux",111
1931,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",92
1931,"Espagne","ES","Directs_globaux",965
1931,"Suède","SE","Directs_globaux",93
1931,"Suisse","CH","Résident_direct",75856
1931,"Suisse","CH","NonRésident_direct",2584
1931,"Tunisie","TN","Directs_globaux",19
1931,"Royaume-Uni","GB","Directs_globaux",17685
1931,"États-Unis d'Amérique","US","Directs_globaux",2935
1932,"Australie","AU","Directs_globaux",428
1932,"Autriche","AT","Directs_globaux",16132
1932,"Belgique","BE","Directs_globaux",2226
1932,"Canada","CA","Directs_globaux",371
1932,"Tchécoslovaquie","CS","Directs_globaux",10633
1932,"Danemark","DK","Directs_globaux",2656
1932,"France","FR","Directs_globaux",45995
1932,"Allemagne","DE","Directs_globaux",105639
1932,"Hongrie","HU","Directs_globaux",1148
1932,"Irlande","IE","Directs_globaux",83
1932,"Italie","IT","Résident_direct",396
1932,"Italie","IT","NonRésident_direct",39
1932,"Japon","JP","Résident_direct",4547
1932,"Japon","JP","NonRésident_direct",20
1932,"Mexique","MX","Directs_globaux",92
1932,"Maroc","MA","Directs_globaux",54
1932,"Nouvelle-Zélande","NZ","Directs_globaux",160
1932,"Norvège","NO","Résident_direct",937
1932,"Norvège","NO","NonRésident_direct",35
1932,"Pologne","PL","Directs_globaux",426
1932,"Portugal","PT","Directs_globaux",100
1932,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",91
1932,"Espagne","ES","Directs_globaux",1049
1932,"Suède","SE","Directs_globaux",68
1932,"Suisse","CH","Résident_direct",46024
1932,"Suisse","CH","NonRésident_direct",3577
1932,"Tunisie","TN","Directs_globaux",22
1932,"Royaume-Uni","GB","Directs_globaux",19887
1932,"États-Unis d'Amérique","US","Directs_globaux",2942
1933,"Australie","AU","Directs_globaux",499
1933,"Autriche","AT","Directs_globaux",19901
1933,"Belgique","BE","Directs_globaux",2429
1933,"Canada","CA","Directs_globaux",409
1933,"Tchécoslovaquie","CS","Directs_globaux",10669
1933,"Danemark","DK","Directs_globaux",3482
1933,"France","FR","Directs_globaux",51590
1933,"Allemagne","DE","Directs_globaux",117245
1933,"Hongrie","HU","Directs_globaux",1393
1933,"Irlande","IE","Directs_globaux",49
1933,"Italie","IT","Résident_direct",1351
1933,"Italie","IT","NonRésident_direct",149
1933,"Japon","JP","Résident_direct",4044
1933,"Japon","JP","NonRésident_direct",13
1933,"Mexique","MX","Directs_globaux",63
1933,"Maroc","MA","Directs_globaux",61
1933,"Nouvelle-Zélande","NZ","Directs_globaux",107
1933,"Norvège","NO","Résident_direct",1028
1933,"Norvège","NO","NonRésident_direct",34
1933,"Pologne","PL","Directs_globaux",501
1933,"Portugal","PT","Directs_globaux",108
1933,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",131
1933,"Espagne","ES","Directs_globaux",919
1933,"Suède","SE","Directs_globaux",99
1933,"Suisse","CH","Résident_direct",36735
1933,"Suisse","CH","NonRésident_direct",1403
1933,"Tunisie","TN","Directs_globaux",17
1933,"Royaume-Uni","GB","Directs_globaux",20767
1933,"États-Unis d'Amérique","US","Directs_globaux",2411
1934,"Australie","AU","Directs_globaux",1468
1934,"Autriche","AT","Directs_globaux",24441
1934,"Belgique","BE","Directs_globaux",1855
1934,"Canada","CA","Directs_globaux",331
1934,"Tchécoslovaquie","CS","Directs_globaux",10487
1934,"Danemark","DK","Directs_globaux",3033
1934,"France","FR","Directs_globaux",42950
1934,"Allemagne","DE","Directs_globaux",100218
1934,"Hongrie","HU","Directs_globaux",1759
1934,"Irlande","IE","Directs_globaux",49
1934,"Italie","IT","Résident_direct",940
1934,"Italie","IT","NonRésident_direct",160
1934,"Japon","JP","Résident_direct",4026
1934,"Japon","JP","NonRésident_direct",26
1934,"Mexique","MX","Directs_globaux",91
1934,"Maroc","MA","Directs_globaux",32
1934,"Norvège","NO","Directs_globaux",1177
1934,"Pologne","PL","Directs_globaux",599
1934,"Portugal","PT","Directs_globaux",118
1934,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",106
1934,"Espagne","ES","Directs_globaux",942
1934,"Suède","SE","Directs_globaux",84
1934,"Suisse","CH","Résident_direct",25616
1934,"Suisse","CH","NonRésident_direct",1293
1934,"Tunisie","TN","Directs_globaux",21
1934,"Royaume-Uni","GB","Directs_globaux",17830
1934,"États-Unis d'Amérique","US","Directs_globaux",2919
1935,"Australie","AU","Directs_globaux",2085
1935,"Autriche","AT","Directs_globaux",25394
1935,"Belgique","BE","Directs_globaux",2844
1935,"Canada","CA","Directs_globaux",430
1935,"Tchécoslovaquie","CS","Directs_globaux",9766
1935,"Danemark","DK","Directs_globaux",3394
1935,"France","FR","Directs_globaux",41459
1935,"Allemagne","DE","Directs_globaux",86769
1935,"Hongrie","HU","Directs_globaux",3162
1935,"Irlande","IE","Directs_globaux",58
1935,"Italie","IT","Résident_direct",785
1935,"Italie","IT","NonRésident_direct",195
1935,"Japon","JP","Résident_direct",5434
1935,"Japon","JP","NonRésident_direct",40
1935,"Maroc","MA","Directs_globaux",37
1935,"Nouvelle-Zélande","NZ","Directs_globaux",149
1935,"Norvège","NO","Directs_globaux",1001
1935,"Pologne","PL","Directs_globaux",674
1935,"Portugal","PT","Directs_globaux",140
1935,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",152
1935,"Suède","SE","Directs_globaux",114
1935,"Suisse","CH","Résident_direct",33016
1935,"Suisse","CH","NonRésident_direct",1073
1935,"Tunisie","TN","Directs_globaux",22
1935,"Royaume-Uni","GB","Directs_globaux",18269
1935,"États-Unis d'Amérique","US","Directs_globaux",3864
1936,"Australie","AU","Directs_globaux",1280
1936,"Autriche","AT","Directs_globaux",27614
1936,"Belgique","BE","Directs_globaux",1747
1936,"Canada","CA","Directs_globaux",363
1936,"Tchécoslovaquie","CS","Directs_globaux",10715
1936,"Danemark","DK","Directs_globaux",2964
1936,"France","FR","Directs_globaux",36680
1936,"Allemagne","DE","Directs_globaux",87628
1936,"Hongrie","HU","Directs_globaux",2815
1936,"Irlande","IE","Directs_globaux",32
1936,"Italie","IT","Résident_direct",1001
1936,"Italie","IT","NonRésident_direct",88
1936,"Japon","JP","Résident_direct",5629
1936,"Japon","JP","NonRésident_direct",33
1936,"Maroc","MA","Directs_globaux",66
1936,"Nouvelle-Zélande","NZ","Directs_globaux",145
1936,"Norvège","NO","Directs_globaux",1000
1936,"Pologne","PL","Directs_globaux",723
1936,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",111
1936,"Suède","SE","Directs_globaux",72
1936,"Suisse","CH","Résident_direct",35089
1936,"Suisse","CH","NonRésident_direct",286
1936,"Tunisie","TN","Directs_globaux",30
1936,"Royaume-Uni","GB","Directs_globaux",17573
1936,"États-Unis d'Amérique","US","Directs_globaux",4556
1937,"Australie","AU","Directs_globaux",971
1937,"Autriche","AT","Directs_globaux",25280
1937,"Belgique","BE","Directs_globaux",1641
1937,"Brésil","BR","Directs_globaux",38
1937,"Canada","CA","Directs_globaux",336
1937,"Tchécoslovaquie","CS","Directs_globaux",10175
1937,"Danemark","DK","Directs_globaux",2382
1937,"France","FR","Directs_globaux",14352
1937,"Allemagne","DE","Directs_globaux",71786
1937,"Hongrie","HU","Directs_globaux",3571
1937,"Irlande","IE","Directs_globaux",36
1937,"Italie","IT","Directs_globaux",1080
1937,"Japon","JP","Directs_globaux",4464
1937,"Mexique","MX","Directs_globaux",61
1937,"Maroc","MA","Directs_globaux",47
1937,"Nouvelle-Zélande","NZ","Directs_globaux",142
1937,"Norvège","NO","Directs_globaux",992
1937,"Pologne","PL","Directs_globaux",849
1937,"Portugal","PT","Directs_globaux",120
1937,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",147
1937,"Espagne","ES","Directs_globaux",6
1937,"Suède","SE","Directs_globaux",98
1937,"Suisse","CH","Résident_direct",31943
1937,"Suisse","CH","NonRésident_direct",399
1937,"Tunisie","TN","Directs_globaux",10
1937,"Royaume-Uni","GB","Directs_globaux",16831
1937,"États-Unis d'Amérique","US","Directs_globaux",5136
1938,"Australie","AU","Directs_globaux",1404
1938,"Belgique","BE","Directs_globaux",1651
1938,"Canada","CA","Directs_globaux",544
1938,"Tchécoslovaquie","CS","Directs_globaux",6543
1938,"Danemark","DK","Directs_globaux",2688
1938,"France","FR","Directs_globaux",5487
1938,"Allemagne","DE","Directs_globaux",63057
1938,"Hongrie","HU","Directs_globaux",1555
1938,"Irlande","IE","Directs_globaux",31
1938,"Italie","IT","Directs_globaux",1060
1938,"Japon","JP","Directs_globaux",4301
1938,"Maroc","MA","Directs_globaux",296
1938,"Norvège","NO","Directs_globaux",1099
1938,"Portugal","PT","Directs_globaux",97
1938,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",86
1938,"Suède","SE","Directs_globaux",80
1938,"Suisse","CH","Résident_direct",19519
1938,"Suisse","CH","NonRésident_direct",159
1938,"Tunisie","TN","Directs_globaux",12
1938,"Royaume-Uni","GB","Directs_globaux",16544
1938,"États-Unis d'Amérique","US","Directs_globaux",5026
1939,"Australie","AU","Directs_globaux",736
1939,"Belgique","BE","Directs_globaux",1162
1939,"Brésil","BR","Directs_globaux",60
1939,"Canada","CA","Directs_globaux",356
1939,"Danemark","DK","Directs_globaux",2113
1939,"France","FR","Directs_globaux",2180
1939,"Allemagne","DE","Directs_globaux",43474
1939,"Hongrie","HU","Directs_globaux",489
1939,"Irlande","IE","Directs_globaux",25
1939,"Japon","JP","Directs_globaux",3420
1939,"Mexique","MX","Directs_globaux",48
1939,"Maroc","MA","Directs_globaux",44
1939,"Nouvelle-Zélande","NZ","Directs_globaux",129
1939,"Norvège","NO","Directs_globaux",1071
1939,"Pologne","PL","Directs_globaux",560
1939,"Portugal","PT","Directs_globaux",136
1939,"Serbie-et-Monténégro (anciennement Yougoslavie)","YU","Directs_globaux",78
1939,"Suède","SE","Directs_globaux",101
1939,"Suisse","CH","Résident_direct",15735
1939,"Suisse","CH","NonRésident_direct",105
1939,"Tunisie","TN","Directs_globaux",19
1939,"Royaume-Uni","GB","Directs_globaux",10605
1939,"États-Unis d'Amérique","US","Directs_globaux",5592
1940,"Australie","AU","Directs_globaux",567
1940,"Belgique","BE","Directs_globaux",324
1940,"Canada","CA","Directs_globaux",402
1940,"Danemark","DK","Directs_globaux",2113
1940,"France","FR","Directs_globaux",948
1940,"Allemagne","DE","Directs_globaux",12028
1940,"Hongrie","HU","Directs_globaux",500
1940,"Irlande","IE","Directs_globaux",12
1940,"Italie","IT","Directs_globaux",2043
1940,"Japon","JP","Directs_globaux",2567
1940,"Mexique","MX","Directs_globaux",69
1940,"Maroc","MA","Directs_globaux",7
1940,"Nouvelle-Zélande","NZ","Directs_globaux",94
1940,"Norvège","NO","Directs_globaux",612
1940,"Portugal","PT","Directs_globaux",95
1940,"Suède","SE","Directs_globaux",41
1940,"Suisse","CH","Directs_globaux",11933
1940,"Tunisie","TN","Directs_globaux",65
1940,"Royaume-Uni","GB","Directs_globaux",4632
1940,"États-Unis d'Amérique","US","Directs_globaux",6145
1941,"Belgique","BE","Directs_globaux",373
1941,"Canada","CA","Directs_globaux",336
1941,"Danemark","DK","Directs_globaux",1505
1941,"France","FR","Directs_globaux",1980
1941,"Allemagne","DE","Directs_globaux",7336
1941,"Hongrie","HU","Directs_globaux",526
1941,"Irlande","IE","Directs_globaux",8
1941,"Italie","IT","Directs_globaux",1886
1941,"Japon","JP","Directs_globaux",2399
1941,"Nouvelle-Zélande","NZ","Directs_globaux",97
1941,"Norvège","NO","Directs_globaux",606
1941,"Portugal","PT","Directs_globaux",99
1941,"Suède","SE","Directs_globaux",58
1941,"Suisse","CH","Directs_globaux",11033
1941,"Royaume-Uni","GB","Directs_globaux",2576
1941,"États-Unis d'Amérique","US","Directs_globaux",6486
1942,"Australie","AU","Directs_globaux",118
1942,"Belgique","BE","Directs_globaux",353
1942,"Brésil","BR","Directs_globaux",40
1942,"Canada","CA","Directs_globaux",256
1942,"Danemark","DK","Directs_globaux",1753
1942,"France","FR","Directs_globaux",2210
1942,"Allemagne","DE","Directs_globaux",4164
1942,"Hongrie","HU","Directs_globaux",403
1942,"Irlande","IE","Directs_globaux",17
1942,"Japon","JP","Directs_globaux",1759
1942,"Mexique","MX","Directs_globaux",44
1942,"Maroc","MA","Directs_globaux",70
1942,"Nouvelle-Zélande","NZ","Directs_globaux",66
1942,"Norvège","NO","Directs_globaux",1224
1942,"Pologne","PL","Directs_globaux",162
1942,"Portugal","PT","Directs_globaux",88
1942,"Suède","SE","Directs_globaux",43
1942,"Suisse","CH","Directs_globaux",10445
1942,"Royaume-Uni","GB","Directs_globaux",2254
1942,"États-Unis d'Amérique","US","Directs_globaux",3728
1943,"Australie","AU","Directs_globaux",107
1943,"Belgique","BE","Directs_globaux",835
1943,"Canada","CA","Directs_globaux",177
1943,"Danemark","DK","Directs_globaux",2182
1943,"France","FR","Directs_globaux",1226
1943,"Allemagne","DE","Directs_globaux",1940
1943,"Hongrie","HU","Directs_globaux",286
1943,"Irlande","IE","Directs_globaux",20
1943,"Japon","JP","Directs_globaux",876
1943,"Mexique","MX","Directs_globaux",54
1943,"Maroc","MA","Directs_globaux",98
1943,"Nouvelle-Zélande","NZ","Directs_globaux",44
1943,"Norvège","NO","Directs_globaux",1163
1943,"Pologne","PL","Directs_globaux",83
1943,"Portugal","PT","Directs_globaux",130
1943,"Suède","SE","Directs_globaux",43
1943,"Suisse","CH","Directs_globaux",9449
1943,"Royaume-Uni","GB","Directs_globaux",2049
1943,"États-Unis d'Amérique","US","Directs_globaux",2228
1944,"Australie","AU","Directs_globaux",197
1944,"Belgique","BE","Directs_globaux",600
1944,"Canada","CA","Directs_globaux",266
1944,"Cuba","CU","Directs_globaux",59
1944,"Tchécoslovaquie","CS","Directs_globaux",619
