//Industrial Design registrations by Office,
"//by direct resident, direct non-resident and designations via the Hague system",
//Source: WIPO Statistics Database, December 2011
//Note: Data are missing for some offices and years.,

Year,Office Name,Office Code,Registrant Type,Number of Registrations
1943,"Belgium","BE","Direct_Aggregate",835
1943,"Canada","CA","Direct_Aggregate",177
1943,"Denmark","DK","Direct_Aggregate",2182
1943,"France","FR","Direct_Aggregate",1226
1943,"Germany","DE","Direct_Aggregate",1940
1943,"Hungary","HU","Direct_Aggregate",286
1943,"Ireland","IE","Direct_Aggregate",20
1943,"Japan","JP","Direct_Aggregate",876
1943,"Mexico","MX","Direct_Aggregate",54
1943,"Morocco","MA","Direct_Aggregate",98
1943,"New Zealand","NZ","Direct_Aggregate",44
1943,"Norway","NO","Direct_Aggregate",1163
1943,"Poland","PL","Direct_Aggregate",83
1943,"Portugal","PT","Direct_Aggregate",130
1943,"Sweden","SE","Direct_Aggregate",43
1943,"Switzerland","CH","Direct_Aggregate",9449
1943,"United Kingdom","GB","Direct_Aggregate",2049
1943,"United States of America","US","Direct_Aggregate",2228
1944,"Australia","AU","Direct_Aggregate",197
1944,"Belgium","BE","Direct_Aggregate",600
1944,"Canada","CA","Direct_Aggregate",266
1944,"Cuba","CU","Direct_Aggregate",59
1944,"Czechoslovakia","CS","Direct_Aggregate",619
1944,"Denmark","DK","Direct_Aggregate",2163
1944,"France","FR","Direct_Aggregate",2393
1944,"Hungary","HU","Direct_Aggregate",48
1944,"Ireland","IE","Direct_Aggregate",13
1944,"Japan","JP","Direct_Aggregate",223
1944,"Mexico","MX","Direct_Aggregate",68
1944,"Morocco","MA","Direct_Aggregate",71
1944,"New Zealand","NZ","Direct_Aggregate",58
1944,"Norway","NO","Direct_Aggregate",903
1944,"Portugal","PT","Direct_Aggregate",47
1944,"Sweden","SE","Direct_Aggregate",60
1944,"Switzerland","CH","Direct_Aggregate",15682
1944,"Tunisia","TN","Direct_Aggregate",9
1944,"United Kingdom","GB","Direct_Aggregate",2436
1944,"United States of America","US","Direct_Aggregate",2914
1945,"Australia","AU","Direct_Aggregate",537
1945,"Belgium","BE","Direct_Aggregate",1003
1945,"Canada","CA","Direct_Aggregate",326
1945,"Czechoslovakia","CS","Direct_Aggregate",1078
1945,"Denmark","DK","Direct_Aggregate",2195
1945,"France","FR","Direct_Aggregate",3868
1945,"Hungary","HU","Direct_Aggregate",109
1945,"Ireland","IE","Direct_Aggregate",18
1945,"Italy","IT","Direct_Aggregate",731
1945,"Japan","JP","Direct_Aggregate",2
1945,"Mexico","MX","Direct_Aggregate",124
1945,"Morocco","MA","Direct_Aggregate",96
1945,"New Zealand","NZ","Direct_Aggregate",95
1945,"Norway","NO","Direct_Aggregate",18171
1945,"Poland","PL","Direct_Aggregate",16
1945,"Portugal","PT","Direct_Aggregate",71
1945,"Sweden","SE","Direct_Aggregate",63
1945,"Switzerland","CH","Direct_Aggregate",10230
1945,"Tunisia","TN","Direct_Aggregate",12
1945,"United Kingdom","GB","Direct_Aggregate",3103
1945,"United States of America","US","Direct_Aggregate",3524
1946,"Australia","AU","Direct_Aggregate",771
1946,"Brazil","BR","Direct_Aggregate",48
1946,"Canada","CA","Direct_Aggregate",525
1946,"Czechoslovakia","CS","Direct_Aggregate",1848
1946,"Denmark","DK","Direct_Aggregate",3901
1946,"France","FR","Direct_Aggregate",1629
1946,"Ireland","IE","Direct_Aggregate",43
1946,"Italy","IT","Direct_Aggregate",2180
1946,"Mexico","MX","Direct_Aggregate",115
1946,"Morocco","MA","Direct_Aggregate",115
1946,"New Zealand","NZ","Direct_Aggregate",200
1946,"Norway","NO","Direct_Aggregate",1710
1946,"Poland","PL","Direct_Aggregate",18
1946,"Portugal","PT","Direct_Aggregate",104
1946,"Sweden","SE","Direct_Aggregate",98
1946,"Switzerland","CH","Direct_Aggregate",12253
1946,"Tunisia","TN","Direct_Aggregate",5
1946,"United Kingdom","GB","Direct_Aggregate",4285
1946,"United States of America","US","Direct_Aggregate",2778
1947,"Australia","AU","Direct_Aggregate",771
1947,"Austria","AT","Direct_Aggregate",846
1947,"Belgium","BE","Direct_Aggregate",1121
1947,"Brazil","BR","Direct_Aggregate",126
1947,"Canada","CA","Direct_Aggregate",769
1947,"Czechoslovakia","CS","Direct_Aggregate",2303
1947,"Denmark","DK","Direct_Aggregate",2892
1947,"France","FR","Direct_Aggregate",2206
1947,"Hungary","HU","Direct_Aggregate",255
1947,"Ireland","IE","Direct_Aggregate",60
1947,"Italy","IT","Direct_Aggregate",2000
1947,"Japan","JP","Direct_Aggregate",730
1947,"Lebanon","LB","Direct_Aggregate",34
1947,"Mexico","MX","Direct_Aggregate",78
1947,"Morocco","MA","Direct_Aggregate",87
1947,"New Zealand","NZ","Direct_Aggregate",206
1947,"Norway","NO","Direct_Aggregate",1332
1947,"Poland","PL","Direct_Aggregate",42
1947,"Portugal","PT","Direct_Aggregate",219
1947,"Spain","ES","Direct_Aggregate",2538
1947,"Sweden","SE","Direct_Aggregate",101
1947,"Switzerland","CH","Direct_Aggregate",10659
1947,"Syrian Arab Republic","SY","Direct_Aggregate",11
1947,"Trinidad and Tobago","TT","Direct_Aggregate",1
1947,"Tunisia","TN","Direct_Aggregate",3
1947,"United Kingdom","GB","Direct_Aggregate",5196
1947,"United States of America","US","Direct_Aggregate",2102
1948,"Australia","AU","Direct_Aggregate",1044
1948,"Austria","AT","Direct_Aggregate",4824
1948,"Belgium","BE","Direct_Aggregate",1341
1948,"Canada","CA","Direct_Aggregate",730
1948,"Czechoslovakia","CS","Direct_Aggregate",1296
1948,"Denmark","DK","Direct_Aggregate",3033
1948,"France","FR","Direct_Aggregate",3249
1948,"Hungary","HU","Direct_Aggregate",281
1948,"Ireland","IE","Direct_Aggregate",56
1948,"Italy","IT","Direct_Aggregate",2000
1948,"Japan","JP","Direct_Aggregate",1114
1948,"Lebanon","LB","Direct_Aggregate",59
1948,"Mexico","MX","Direct_Aggregate",65
1948,"Morocco","MA","Direct_Aggregate",43
1948,"New Zealand","NZ","Direct_Aggregate",239
1948,"Norway","NO","Direct_Aggregate",1632
1948,"Poland","PL","Direct_Aggregate",31
1948,"Portugal","PT","Direct_Aggregate",151
1948,"South Africa","ZA","Direct_Aggregate",208
1948,"Spain","ES","Direct_Aggregate",2251
1948,"Sweden","SE","Direct_Aggregate",88
1948,"Switzerland","CH","Direct_Aggregate",14157
1948,"Syrian Arab Republic","SY","Direct_Aggregate",46
1948,"Trinidad and Tobago","TT","Direct_Aggregate",1
1948,"Tunisia","TN","Direct_Aggregate",57
1948,"United Kingdom","GB","Direct_Aggregate",5060
1948,"United States of America","US","Direct_Aggregate",3968
1949,"Australia","AU","Direct_Aggregate",962
1949,"Austria","AT","Direct_Aggregate",6063
1949,"Belgium","BE","Direct_Aggregate",2300
1949,"Canada","CA","Direct_Aggregate",795
1949,"Czechoslovakia","CS","Direct_Aggregate",507
1949,"Denmark","DK","Direct_Aggregate",2873
1949,"France","FR","Direct_Aggregate",4022
1949,"Ireland","IE","Direct_Aggregate",54
1949,"Israel","IL","Direct_Aggregate",29
1949,"Italy","IT","Direct_Aggregate",3200
1949,"Japan","JP","Direct_Aggregate",1915
1949,"Lebanon","LB","Direct_Aggregate",181
1949,"Mexico","MX","Direct_Aggregate",83
1949,"Morocco","MA","Direct_Aggregate",115
1949,"New Zealand","NZ","Direct_Aggregate",334
1949,"Norway","NO","Direct_Aggregate",1735
1949,"Poland","PL","Direct_Aggregate",184
1949,"Portugal","PT","Direct_Aggregate",174
1949,"South Africa","ZA","Direct_Aggregate",239
1949,"Spain","ES","Direct_Aggregate",3655
1949,"Sri Lanka","LK","Direct_Aggregate",7
1949,"Sweden","SE","Direct_Aggregate",148
1949,"Switzerland","CH","Direct_Aggregate",17731
1949,"Syrian Arab Republic","SY","Direct_Aggregate",56
1949,"Tunisia","TN","Direct_Aggregate",12
1949,"United Kingdom","GB","Direct_Aggregate",4800
1949,"United States of America","US","Direct_Aggregate",4450
1950,"Australia","AU","Direct_Aggregate",304
1950,"Austria","AT","Direct_Aggregate",6504
1950,"Belgium","BE","Direct_Aggregate",2051
1950,"Brazil","BR","Direct_Aggregate",439
1950,"Canada","CA","Direct_Aggregate",653
1950,"Denmark","DK","Direct_Aggregate",1217
1950,"France","FR","Direct_Aggregate",12642
1950,"Germany","DE","Direct_Aggregate",19000
1950,"Ireland","IE","Direct_Aggregate",54
1950,"Israel","IL","Direct_Aggregate",47
1950,"Italy","IT","Direct_Aggregate",3400
1950,"Japan","JP","Direct_Aggregate",3676
1950,"Lebanon","LB","Direct_Aggregate",32
1950,"Mexico","MX","Direct_Aggregate",103
1950,"Morocco","MA","Direct_Aggregate",92
1950,"New Zealand","NZ","Direct_Aggregate",215
1950,"Norway","NO","Direct_Aggregate",1156
1950,"Poland","PL","Direct_Aggregate",94
1950,"Portugal","PT","Direct_Aggregate",191
1950,"South Africa","ZA","Direct_Aggregate",212
1950,"Spain","ES","Direct_Aggregate",2511
1950,"Sri Lanka","LK","Direct_Aggregate",12
1950,"Sweden","SE","Direct_Aggregate",107
1950,"Switzerland","CH","Direct_Aggregate",19757
1950,"Syrian Arab Republic","SY","Direct_Aggregate",63
1950,"Trinidad and Tobago","TT","Direct_Aggregate",4
1950,"Tunisia","TN","Direct_Aggregate",26
1950,"United Kingdom","GB","Direct_Aggregate",5362
1950,"United States of America","US","Direct_Aggregate",4718
1951,"Australia","AU","Direct_Aggregate",579
1951,"Austria","AT","Direct_Aggregate",5021
1951,"Belgium","BE","Direct_Aggregate",1413
1951,"Canada","CA","Direct_Aggregate",628
1951,"Czechoslovakia","CS","Direct_Aggregate",161
1951,"Denmark","DK","Direct_Aggregate",860
1951,"Egypt","EG","Direct_Aggregate",1
1951,"France","FR","Direct_Aggregate",10847
1951,"Germany","DE","Direct_Aggregate",14680
1951,"Ireland","IE","Direct_Aggregate",23
1951,"Israel","IL","Direct_Aggregate",74
1951,"Italy","IT","Direct_Aggregate",3550
1951,"Japan","JP","Direct_Aggregate",4152
1951,"Lebanon","LB","Direct_Aggregate",60
1951,"Mexico","MX","Direct_Aggregate",345
1951,"Morocco","MA","Direct_Aggregate",62
1951,"New Zealand","NZ","Direct_Aggregate",118
1951,"Norway","NO","Direct_Aggregate",1730
1951,"Poland","PL","Direct_Aggregate",96
1951,"Portugal","PT","Direct_Aggregate",113
1951,"South Africa","ZA","Direct_Aggregate",241
1951,"Spain","ES","Direct_Aggregate",3878
1951,"Sweden","SE","Direct_Aggregate",47
1951,"Switzerland","CH","Direct_Aggregate",18898
1951,"Syrian Arab Republic","SY","Direct_Aggregate",84
1951,"Trinidad and Tobago","TT","Direct_Aggregate",1
1951,"Tunisia","TN","Direct_Aggregate",12
1951,"United Kingdom","GB","Direct_Aggregate",8412
1951,"United States of America","US","Direct_Aggregate",4163
1952,"Australia","AU","Direct_Aggregate",1388
1952,"Austria","AT","Direct_Aggregate",6575
1952,"Belgium","BE","Direct_Aggregate",2000
1952,"Canada","CA","Direct_Aggregate",480
1952,"Czechoslovakia","CS","Direct_Aggregate",23
1952,"Denmark","DK","Direct_Aggregate",988
1952,"Egypt","EG","Direct_Aggregate",35
1952,"France","FR","Direct_Aggregate",13079
1952,"Germany","DE","Direct_Aggregate",16000
1952,"Ireland","IE","Direct_Aggregate",38
1952,"Israel","IL","Direct_Aggregate",66
1952,"Italy","IT","Direct_Aggregate",3650
1952,"Japan","JP","Direct_Aggregate",4256
1952,"Lebanon","LB","Direct_Aggregate",29
1952,"Mexico","MX","Direct_Aggregate",177
1952,"Morocco","MA","Direct_Aggregate",54
1952,"New Zealand","NZ","Direct_Aggregate",149
1952,"Norway","NO","Direct_Aggregate",1465
1952,"Poland","PL","Direct_Aggregate",117
1952,"Portugal","PT","Direct_Aggregate",114
1952,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",5
1952,"South Africa","ZA","Direct_Aggregate",261
1952,"Spain","ES","Direct_Aggregate",1233
1952,"Sri Lanka","LK","Direct_Aggregate",23
1952,"Sweden","SE","Direct_Aggregate",50
1952,"Switzerland","CH","Direct_Aggregate",22190
1952,"Syrian Arab Republic","SY","Direct_Aggregate",132
1952,"Trinidad and Tobago","TT","Direct_Aggregate",1
1952,"Tunisia","TN","Direct_Aggregate",17
1952,"United Kingdom","GB","Direct_Aggregate",8447
1952,"United States of America","US","Direct_Aggregate",2959
1953,"Australia","AU","Direct_Aggregate",802
1953,"Austria","AT","Direct_Aggregate",8230
1953,"Belgium","BE","Direct_Aggregate",2906
1953,"Canada","CA","Direct_Aggregate",431
1953,"Czechoslovakia","CS","Direct_Aggregate",29
1953,"Denmark","DK","Direct_Aggregate",840
1953,"Egypt","EG","Direct_Aggregate",717
1953,"France","FR","Direct_Aggregate",10218
1953,"Hungary","HU","Direct_Aggregate",3
1953,"Ireland","IE","Direct_Aggregate",56
1953,"Israel","IL","Direct_Aggregate",71
1953,"Italy","IT","Direct_Aggregate",4000
1953,"Japan","JP","Direct_Aggregate",5302
1953,"Lebanon","LB","Direct_Aggregate",21
1953,"Mexico","MX","Direct_Aggregate",179
1953,"Morocco","MA","Direct_Aggregate",79
1953,"New Zealand","NZ","Direct_Aggregate",203
1953,"Norway","NO","Direct_Aggregate",1459
1953,"Poland","PL","Direct_Aggregate",10
1953,"Portugal","PT","Direct_Aggregate",244
1953,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",57
1953,"South Africa","ZA","Direct_Aggregate",338
1953,"Spain","ES","Direct_Aggregate",942
1953,"Sri Lanka","LK","Direct_Aggregate",81
1953,"Sweden","SE","Direct_Aggregate",43
1953,"Switzerland","CH","Direct_Aggregate",19541
1953,"Syrian Arab Republic","SY","Direct_Aggregate",296
1953,"Tunisia","TN","Direct_Aggregate",17
1953,"United Kingdom","GB","Direct_Aggregate",7435
1953,"United States of America","US","Direct_Aggregate",2713
1954,"Australia","AU","Direct_Aggregate",900
1954,"Austria","AT","Direct_Aggregate",9006
1954,"Belgium","BE","Direct_Aggregate",2919
1954,"Canada","CA","Direct_Aggregate",560
1954,"Czechoslovakia","CS","Direct_Aggregate",44
1954,"Denmark","DK","Direct_Aggregate",852
1954,"Egypt","EG","Direct_Aggregate",854
1954,"France","FR","Direct_Aggregate",10831
1954,"Germany","DE","Direct_NonResident",108
1954,"Hungary","HU","Direct_Aggregate",59
1954,"Ireland","IE","Direct_Aggregate",66
1954,"Israel","IL","Direct_Aggregate",136
1954,"Italy","IT","Direct_Aggregate",1199
1954,"Japan","JP","Direct_Aggregate",6610
1954,"Lebanon","LB","Direct_Aggregate",55
1954,"Liechtenstein","LI","Direct_Aggregate",4
1954,"Mexico","MX","Direct_Aggregate",153
1954,"Morocco","MA","Direct_Aggregate",56
1954,"New Zealand","NZ","Direct_Aggregate",238
1954,"Norway","NO","Direct_Aggregate",1419
1954,"Poland","PL","Direct_Aggregate",15
1954,"Portugal","PT","Direct_Aggregate",165
1954,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",35
1954,"Spain","ES","Direct_Aggregate",1086
1954,"Sri Lanka","LK","Direct_Aggregate",149
1954,"Sweden","SE","Direct_Aggregate",27
1954,"Switzerland","CH","Direct_Aggregate",27627
1954,"Syrian Arab Republic","SY","Direct_Aggregate",171
1954,"Trinidad and Tobago","TT","Direct_Aggregate",2
1954,"Tunisia","TN","Direct_Aggregate",27
1954,"United Kingdom","GB","Direct_Aggregate",7316
1954,"United States of America","US","Direct_Aggregate",2536
1955,"Australia","AU","Direct_Aggregate",819
1955,"Austria","AT","Direct_Aggregate",9465
1955,"Belgium","BE","Direct_Aggregate",3063
1955,"Brazil","BR","Direct_Aggregate",224
1955,"Canada","CA","Direct_Aggregate",286
1955,"Czechoslovakia","CS","Direct_Aggregate",117
1955,"Denmark","DK","Direct_Aggregate",788
1955,"Egypt","EG","Direct_Aggregate",965
1955,"Germany","DE","Direct_Resident",59009
1955,"Germany","DE","Direct_NonResident",387
1955,"Hungary","HU","Direct_Aggregate",166
1955,"Ireland","IE","Direct_Aggregate",40
1955,"Israel","IL","Direct_Aggregate",289
1955,"Italy","IT","Direct_Aggregate",1405
1955,"Japan","JP","Direct_Aggregate",7157
1955,"Lebanon","LB","Direct_Aggregate",102
1955,"Mexico","MX","Direct_Aggregate",304
1955,"Morocco","MA","Direct_Aggregate",51
1955,"New Zealand","NZ","Direct_Aggregate",249
1955,"Norway","NO","Direct_Aggregate",1244
1955,"Poland","PL","Direct_Aggregate",31
1955,"Portugal","PT","Direct_Aggregate",191
1955,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",92
1955,"South Africa","ZA","Direct_Aggregate",626
1955,"Spain","ES","Direct_Aggregate",1060
1955,"Sri Lanka","LK","Direct_Aggregate",87
1955,"Sweden","SE","Direct_Aggregate",45
1955,"Switzerland","CH","Direct_Aggregate",26014
1955,"Syrian Arab Republic","SY","Direct_Aggregate",145
1955,"Trinidad and Tobago","TT","Direct_Aggregate",1
1955,"Tunisia","TN","Direct_Aggregate",12
1955,"United Kingdom","GB","Direct_Aggregate",8121
1955,"United States of America","US","Direct_Aggregate",2713
1956,"Australia","AU","Direct_Aggregate",458
1956,"Austria","AT","Direct_Aggregate",8139
1956,"Belgium","BE","Direct_Aggregate",2554
1956,"Brazil","BR","Direct_Aggregate",375
1956,"Canada","CA","Direct_Aggregate",586
1956,"Czechoslovakia","CS","Direct_Aggregate",218
1956,"Denmark","DK","Direct_Aggregate",785
1956,"Egypt","EG","Direct_Aggregate",641
1956,"German Dem. Rep.","D2","Direct_Aggregate",600
1956,"Germany","DE","Direct_Aggregate",67433
1956,"Hungary","HU","Direct_Aggregate",137
1956,"Ireland","IE","Direct_Aggregate",38
1956,"Israel","IL","Direct_Aggregate",191
1956,"Italy","IT","Direct_Aggregate",1513
1956,"Japan","JP","Direct_Aggregate",8137
1956,"Lebanon","LB","Direct_Aggregate",49
1956,"Morocco","MA","Direct_Aggregate",37
1956,"Norway","NO","Direct_Aggregate",1200
1956,"Poland","PL","Direct_Aggregate",27
1956,"Portugal","PT","Direct_Aggregate",122
1956,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",73
1956,"South Africa","ZA","Direct_Aggregate",459
1956,"Spain","ES","Direct_Aggregate",1480
1956,"Sri Lanka","LK","Direct_Aggregate",41
1956,"Sweden","SE","Direct_Aggregate",47
1956,"Switzerland","CH","Direct_Aggregate",24312
1956,"Syrian Arab Republic","SY","Direct_Aggregate",330
1956,"Trinidad and Tobago","TT","Direct_Aggregate",13
1956,"Tunisia","TN","Direct_Aggregate",7
1956,"United Kingdom","GB","Direct_Aggregate",7821
1956,"United States of America","US","Direct_Aggregate",2977
1957,"Australia","AU","Direct_Aggregate",917
1957,"Austria","AT","Direct_Aggregate",7755
1957,"Belgium","BE","Direct_Aggregate",2587
1957,"Canada","CA","Direct_Aggregate",601
1957,"Czechoslovakia","CS","Direct_Aggregate",262
1957,"Denmark","DK","Direct_Aggregate",725
1957,"Egypt","EG","Direct_Aggregate",639
1957,"German Dem. Rep.","D2","Direct_Aggregate",1115
1957,"Germany","DE","Direct_Aggregate",64168
1957,"Hungary","HU","Direct_Aggregate",421
1957,"Ireland","IE","Direct_Aggregate",70
1957,"Israel","IL","Direct_Aggregate",276
1957,"Italy","IT","Direct_Aggregate",1590
1957,"Japan","JP","Direct_Aggregate",11399
1957,"Lebanon","LB","Direct_Aggregate",34
1957,"Mexico","MX","Direct_Aggregate",130
1957,"Monaco","MC","Direct_Aggregate",51
1957,"Morocco","MA","Direct_Aggregate",42
1957,"New Zealand","NZ","Direct_Aggregate",221
1957,"Norway","NO","Direct_Aggregate",1069
1957,"Poland","PL","Direct_Aggregate",21
1957,"Portugal","PT","Direct_Aggregate",197
1957,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",67
1957,"South Africa","ZA","Direct_Aggregate",493
1957,"Spain","ES","Direct_Aggregate",1173
1957,"Sri Lanka","LK","Direct_Aggregate",9
1957,"Sweden","SE","Direct_Aggregate",56
1957,"Switzerland","CH","Direct_Aggregate",30657
1957,"Syrian Arab Republic","SY","Direct_Aggregate",41
1957,"Trinidad and Tobago","TT","Direct_Aggregate",1
1957,"Tunisia","TN","Direct_Aggregate",26
1957,"United Kingdom","GB","Direct_Aggregate",8320
1957,"United States of America","US","Direct_Aggregate",2362
1958,"Australia","AU","Direct_Aggregate",1758
1958,"Austria","AT","Direct_Aggregate",8962
1958,"Belgium","BE","Direct_Aggregate",3571
1958,"Brazil","BR","Direct_Aggregate",61
1958,"Canada","CA","Direct_Aggregate",665
1958,"Czechoslovakia","CS","Direct_Aggregate",106
1958,"Denmark","DK","Direct_Aggregate",838
1958,"Egypt","EG","Direct_Aggregate",252
1958,"France","FR","Direct_Aggregate",9028
1958,"German Dem. Rep.","D2","Direct_Aggregate",1134
1958,"Germany","DE","Direct_Aggregate",71541
1958,"Hungary","HU","Direct_Aggregate",480
1958,"Ireland","IE","Direct_Aggregate",63
1958,"Israel","IL","Direct_Aggregate",227
1958,"Japan","JP","Direct_Aggregate",13890
1958,"Lebanon","LB","Direct_Aggregate",14
1958,"Monaco","MC","Direct_Aggregate",23
1958,"Morocco","MA","Direct_Aggregate",47
1958,"New Zealand","NZ","Direct_Aggregate",193
1958,"Norway","NO","Direct_Aggregate",1206
1958,"Poland","PL","Direct_Aggregate",28
1958,"Portugal","PT","Direct_Aggregate",195
1958,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",92
1958,"Spain","ES","Direct_Aggregate",1792
1958,"Sri Lanka","LK","Direct_Aggregate",4
1958,"Sweden","SE","Direct_Aggregate",51
1958,"Switzerland","CH","Direct_Aggregate",32886
1958,"Trinidad and Tobago","TT","Direct_Aggregate",3
1958,"Tunisia","TN","Direct_Aggregate",6
1958,"United Kingdom","GB","Direct_Aggregate",8680
1958,"United States of America","US","Direct_Aggregate",2374
1958,"Zimbabwe","ZW","Direct_Aggregate",5
1959,"Australia","AU","Direct_Aggregate",819
1959,"Austria","AT","Direct_Aggregate",8279
1959,"Belgium","BE","Direct_Aggregate",2411
1959,"Canada","CA","Direct_Aggregate",684
1959,"Czechoslovakia","CS","Direct_Aggregate",155
1959,"Denmark","DK","Direct_Aggregate",691
1959,"Egypt","EG","Direct_Aggregate",101
1959,"German Dem. Rep.","D2","Direct_Aggregate",553
1959,"Germany","DE","Direct_Aggregate",63489
1959,"Hungary","HU","Direct_Aggregate",292
1959,"Ireland","IE","Direct_Aggregate",54
1959,"Israel","IL","Direct_Aggregate",203
1959,"Italy","IT","Direct_Aggregate",1832
1959,"Japan","JP","Direct_Aggregate",14109
1959,"Lebanon","LB","Direct_Aggregate",93
1959,"Monaco","MC","Direct_Aggregate",36
1959,"Morocco","MA","Direct_Aggregate",41
1959,"New Zealand","NZ","Direct_Aggregate",244
1959,"Norway","NO","Direct_Aggregate",1131
1959,"Poland","PL","Direct_Aggregate",112
1959,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",106
1959,"Sweden","SE","Direct_Aggregate",118
1959,"Switzerland","CH","Direct_Aggregate",27372
1959,"Trinidad and Tobago","TT","Direct_Aggregate",10
1959,"Tunisia","TN","Direct_Aggregate",10
1959,"United Kingdom","GB","Direct_Aggregate",7893
1959,"United States of America","US","Direct_Aggregate",2768
1959,"Zimbabwe","ZW","Direct_Aggregate",64
1960,"Australia","AU","Direct_Aggregate",1680
1960,"Austria","AT","Direct_Aggregate",7588
1960,"Belgium","BE","Direct_Aggregate",2410
1960,"Canada","CA","Direct_Aggregate",790
1960,"Czechoslovakia","CS","Direct_Aggregate",192
1960,"Denmark","DK","Direct_Aggregate",692
1960,"Egypt","EG","Direct_Aggregate",205
1960,"German Dem. Rep.","D2","Direct_Aggregate",568
1960,"Germany","DE","Direct_Aggregate",60183
1960,"Hungary","HU","Direct_Aggregate",246
1960,"Ireland","IE","Direct_Aggregate",56
1960,"Israel","IL","Direct_Aggregate",248
1960,"Japan","JP","Direct_Aggregate",15883
1960,"Lebanon","LB","Direct_Aggregate",110
1960,"Mexico","MX","Direct_Aggregate",39
1960,"Monaco","MC","Direct_Aggregate",29
1960,"Morocco","MA","Direct_Aggregate",36
1960,"New Zealand","NZ","Direct_Aggregate",234
1960,"Norway","NO","Direct_Aggregate",1018
1960,"Portugal","PT","Direct_Aggregate",147
1960,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",39
1960,"South Africa","ZA","Direct_Aggregate",850
1960,"Spain","ES","Direct_Aggregate",1782
1960,"Sri Lanka","LK","Direct_Aggregate",12
1960,"Sweden","SE","Direct_Aggregate",124
1960,"Switzerland","CH","Direct_Aggregate",20187
1960,"Trinidad and Tobago","TT","Direct_Aggregate",8
1960,"Tunisia","TN","Direct_Aggregate",17
1960,"United Kingdom","GB","Direct_Aggregate",7840
1960,"United States of America","US","Direct_Aggregate",2543
1960,"Zimbabwe","ZW","Direct_Aggregate",45
1961,"Australia","AU","Direct_Aggregate",1522
1961,"Austria","AT","Direct_Aggregate",6619
1961,"Belgium","BE","Direct_Aggregate",1904
1961,"Canada","CA","Direct_Aggregate",795
1961,"Czechoslovakia","CS","Direct_Aggregate",171
1961,"Denmark","DK","Direct_Aggregate",639
1961,"Egypt","EG","Direct_Aggregate",172
1961,"German Dem. Rep.","D2","Direct_Aggregate",390
1961,"Germany","DE","Direct_Aggregate",54907
1961,"Hungary","HU","Direct_Aggregate",239
1961,"Ireland","IE","Direct_Aggregate",95
1961,"Israel","IL","Direct_Aggregate",339
1961,"Italy","IT","Direct_Aggregate",3500
1961,"Japan","JP","Direct_Aggregate",11931
1961,"Lebanon","LB","Direct_Aggregate",42
1961,"Mexico","MX","Direct_Aggregate",19
1961,"Monaco","MC","Direct_Aggregate",26
1961,"Morocco","MA","Direct_Aggregate",42
1961,"New Zealand","NZ","Direct_Aggregate",253
1961,"Norway","NO","Direct_Aggregate",893
1961,"Poland","PL","Direct_Aggregate",75
1961,"Portugal","PT","Direct_Aggregate",166
1961,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",64
1961,"South Africa","ZA","Direct_Aggregate",832
1961,"Spain","ES","Direct_Aggregate",2415
1961,"Sri Lanka","LK","Direct_Aggregate",5
1961,"Sweden","SE","Direct_Aggregate",162
1961,"Switzerland","CH","Direct_Aggregate",14985
1961,"Syrian Arab Republic","SY","Direct_Aggregate",172
1961,"Trinidad and Tobago","TT","Direct_Aggregate",18
1961,"United Kingdom","GB","Direct_Aggregate",8361
1961,"United States of America","US","Direct_Aggregate",2487
1961,"Zimbabwe","ZW","Direct_Aggregate",51
1962,"Australia","AU","Direct_Aggregate",1064
1962,"Austria","AT","Direct_Aggregate",7466
1962,"Belgium","BE","Direct_Aggregate",1851
1962,"Canada","CA","Direct_Aggregate",684
1962,"Czechoslovakia","CS","Direct_Aggregate",226
1962,"Denmark","DK","Direct_Aggregate",699
1962,"Egypt","EG","Direct_Aggregate",385
1962,"France","FR","Direct_Aggregate",8306
1962,"German Dem. Rep.","D2","Direct_Aggregate",352
1962,"Germany","DE","Direct_Aggregate",55489
1962,"Hungary","HU","Direct_Aggregate",288
1962,"Ireland","IE","Direct_Aggregate",66
1962,"Israel","IL","Direct_Aggregate",160
1962,"Japan","JP","Direct_Aggregate",17346
1962,"Lebanon","LB","Direct_Aggregate",88
1962,"Mexico","MX","Direct_Aggregate",11
1962,"Monaco","MC","Direct_Aggregate",18
1962,"Morocco","MA","Direct_Aggregate",37
1962,"New Zealand","NZ","Direct_Aggregate",226
1962,"Norway","NO","Direct_Aggregate",908
1962,"Poland","PL","Direct_Aggregate",110
1962,"Portugal","PT","Direct_Aggregate",208
