//Industrial Design registrations by Office,
"//by direct resident, direct non-resident and designations via the Hague system",
//Source: WIPO Statistics Database, December 2011
//Note: Data are missing for some offices and years.,

Year,Office Name,Office Code,Registrant Type,Number of Registrations
1920,"Mexico","MX","Direct_Aggregate",62
1920,"Morocco","MA","Direct_Aggregate",3
1920,"Norway","NO","Direct_Aggregate",324
1920,"Portugal","PT","Direct_Aggregate",24
1920,"Spain","ES","Direct_Aggregate",168
1920,"Sweden","SE","Direct_Aggregate",57
1920,"Switzerland","CH","Direct_Resident",252705
1920,"Switzerland","CH","Direct_NonResident",109
1920,"Tunisia","TN","Direct_Aggregate",7
1920,"United Kingdom","GB","Direct_Aggregate",13071
1920,"United States of America","US","Direct_Aggregate",2481
1921,"Australia","AU","Direct_Aggregate",300
1921,"Austria","AT","Direct_Aggregate",2680
1921,"Belgium","BE","Direct_Aggregate",351
1921,"Canada","CA","Direct_Aggregate",259
1921,"Czechoslovakia","CS","Direct_Aggregate",2149
1921,"Denmark","DK","Direct_Aggregate",865
1921,"France","FR","Direct_Aggregate",4758
1921,"Germany","DE","Direct_Aggregate",38310
1921,"Hungary","HU","Direct_Aggregate",336
1921,"Italy","IT","Direct_Resident",159
1921,"Italy","IT","Direct_NonResident",31
1921,"Japan","JP","Direct_Aggregate",1437
1921,"Mexico","MX","Direct_Aggregate",61
1921,"Morocco","MA","Direct_Aggregate",2
1921,"New Zealand","NZ","Direct_Aggregate",135
1921,"Norway","NO","Direct_Aggregate",267
1921,"Poland","PL","Direct_Aggregate",310
1921,"Portugal","PT","Direct_Aggregate",85
1921,"Spain","ES","Direct_Aggregate",234
1921,"Sweden","SE","Direct_Aggregate",36
1921,"Switzerland","CH","Direct_Resident",143217
1921,"Switzerland","CH","Direct_NonResident",1626
1921,"Tunisia","TN","Direct_Aggregate",19
1921,"United Kingdom","GB","Direct_Aggregate",12313
1921,"United States of America","US","Direct_Aggregate",3265
1922,"Australia","AU","Direct_Aggregate",380
1922,"Austria","AT","Direct_Aggregate",4571
1922,"Belgium","BE","Direct_Aggregate",573
1922,"Canada","CA","Direct_Aggregate",369
1922,"Czechoslovakia","CS","Direct_Aggregate",3675
1922,"Denmark","DK","Direct_Aggregate",1293
1922,"France","FR","Direct_Aggregate",31378
1922,"Germany","DE","Direct_Aggregate",30676
1922,"Hungary","HU","Direct_Aggregate",354
1922,"Italy","IT","Direct_Resident",65
1922,"Italy","IT","Direct_NonResident",71
1922,"Japan","JP","Direct_Aggregate",1416
1922,"Mexico","MX","Direct_Aggregate",149
1922,"Morocco","MA","Direct_Aggregate",5
1922,"New Zealand","NZ","Direct_Aggregate",153
1922,"Norway","NO","Direct_Aggregate",418
1922,"Poland","PL","Direct_Aggregate",254
1922,"Portugal","PT","Direct_Aggregate",31
1922,"Spain","ES","Direct_Aggregate",272
1922,"Sweden","SE","Direct_Aggregate",36
1922,"Switzerland","CH","Direct_Resident",183650
1922,"Switzerland","CH","Direct_NonResident",283
1922,"Tunisia","TN","Direct_Aggregate",5
1922,"United Kingdom","GB","Direct_Aggregate",14419
1922,"United States of America","US","Direct_Aggregate",1609
1923,"Australia","AU","Direct_Aggregate",377
1923,"Austria","AT","Direct_Aggregate",4823
1923,"Belgium","BE","Direct_Aggregate",640
1923,"Canada","CA","Direct_Aggregate",372
1923,"Czechoslovakia","CS","Direct_Aggregate",3737
1923,"Denmark","DK","Direct_Aggregate",1329
1923,"France","FR","Direct_Aggregate",33183
1923,"Hungary","HU","Direct_Aggregate",268
1923,"Italy","IT","Direct_Resident",109
1923,"Italy","IT","Direct_NonResident",15
1923,"Japan","JP","Direct_Resident",789
1923,"Japan","JP","Direct_NonResident",6
1923,"Morocco","MA","Direct_Aggregate",14
1923,"New Zealand","NZ","Direct_Aggregate",171
1923,"Norway","NO","Direct_Aggregate",438
1923,"Poland","PL","Direct_Aggregate",283
1923,"Portugal","PT","Direct_Aggregate",37
1923,"Spain","ES","Direct_Aggregate",250
1923,"Sweden","SE","Direct_Aggregate",53
1923,"Switzerland","CH","Direct_Resident",220522
1923,"Switzerland","CH","Direct_NonResident",768
1923,"Tunisia","TN","Direct_Aggregate",20
1923,"United Kingdom","GB","Direct_Aggregate",17807
1923,"United States of America","US","Direct_Aggregate",1927
1924,"Australia","AU","Direct_Aggregate",453
1924,"Austria","AT","Direct_Aggregate",6174
1924,"Belgium","BE","Direct_Aggregate",831
1924,"Canada","CA","Direct_Aggregate",407
1924,"Czechoslovakia","CS","Direct_Aggregate",5141
1924,"Denmark","DK","Direct_Aggregate",1572
1924,"France","FR","Direct_Aggregate",2541
1924,"Germany","DE","Direct_Aggregate",35277
1924,"Hungary","HU","Direct_Aggregate",404
1924,"Italy","IT","Direct_Resident",746
1924,"Italy","IT","Direct_NonResident",94
1924,"Japan","JP","Direct_Resident",1862
1924,"Japan","JP","Direct_NonResident",10
1924,"Mexico","MX","Direct_Aggregate",69
1924,"Morocco","MA","Direct_Aggregate",13
1924,"New Zealand","NZ","Direct_Aggregate",168
1924,"Norway","NO","Direct_Aggregate",420
1924,"Poland","PL","Direct_Aggregate",40
1924,"Portugal","PT","Direct_Aggregate",81
1924,"Spain","ES","Direct_Aggregate",248
1924,"Sweden","SE","Direct_Aggregate",65
1924,"Switzerland","CH","Direct_Resident",193574
1924,"Switzerland","CH","Direct_NonResident",1182
1924,"Tunisia","TN","Direct_Aggregate",10
1924,"United Kingdom","GB","Direct_Aggregate",20155
1924,"United States of America","US","Direct_Aggregate",2670
1925,"Australia","AU","Direct_Aggregate",446
1925,"Austria","AT","Direct_Aggregate",6279
1925,"Belgium","BE","Direct_Aggregate",1308
1925,"Canada","CA","Direct_Aggregate",456
1925,"Czechoslovakia","CS","Direct_Aggregate",5353
1925,"Denmark","DK","Direct_Aggregate",1522
1925,"France","FR","Direct_Aggregate",40347
1925,"Germany","DE","Direct_Aggregate",57035
1925,"Hungary","HU","Direct_Aggregate",516
1925,"Italy","IT","Direct_Resident",619
1925,"Italy","IT","Direct_NonResident",81
1925,"Japan","JP","Direct_Resident",3042
1925,"Japan","JP","Direct_NonResident",7
1925,"Mexico","MX","Direct_Aggregate",71
1925,"Morocco","MA","Direct_Aggregate",18
1925,"New Zealand","NZ","Direct_Aggregate",156
1925,"Norway","NO","Direct_Aggregate",519
1925,"Poland","PL","Direct_Aggregate",338
1925,"Portugal","PT","Direct_Aggregate",90
1925,"Soviet Union","SU","Direct_Aggregate",54
1925,"Spain","ES","Direct_Aggregate",385
1925,"Sweden","SE","Direct_Aggregate",69
1925,"Switzerland","CH","Direct_Resident",234378
1925,"Switzerland","CH","Direct_NonResident",400
1925,"Tunisia","TN","Direct_Aggregate",8
1925,"United Kingdom","GB","Direct_Aggregate",22308
1925,"United States of America","US","Direct_Aggregate",2819
1926,"Australia","AU","Direct_Aggregate",539
1926,"Austria","AT","Direct_Aggregate",6697
1926,"Belgium","BE","Direct_Aggregate",1665
1926,"Canada","CA","Direct_Aggregate",494
1926,"Cuba","CU","Direct_Aggregate",13
1926,"Czechoslovakia","CS","Direct_Aggregate",7129
1926,"Denmark","DK","Direct_Aggregate",1497
1926,"France","FR","Direct_Aggregate",1297
1926,"Germany","DE","Direct_Aggregate",78021
1926,"Hungary","HU","Direct_Aggregate",647
1926,"Italy","IT","Direct_Resident",282
1926,"Italy","IT","Direct_NonResident",88
1926,"Japan","JP","Direct_Resident",3747
1926,"Japan","JP","Direct_NonResident",27
1926,"Mexico","MX","Direct_Aggregate",65
1926,"Morocco","MA","Direct_Aggregate",14
1926,"New Zealand","NZ","Direct_Aggregate",158
1926,"Norway","NO","Direct_Aggregate",517
1926,"Poland","PL","Direct_Aggregate",311
1926,"Portugal","PT","Direct_Aggregate",71
1926,"Soviet Union","SU","Direct_Aggregate",218
1926,"Spain","ES","Direct_Aggregate",493
1926,"Sweden","SE","Direct_Aggregate",81
1926,"Switzerland","CH","Direct_Resident",201942
1926,"Switzerland","CH","Direct_NonResident",200
1926,"Tunisia","TN","Direct_Aggregate",12
1926,"United Kingdom","GB","Direct_Aggregate",21874
1926,"United States of America","US","Direct_Aggregate",2597
1927,"Australia","AU","Direct_Aggregate",546
1927,"Austria","AT","Direct_Aggregate",5937
1927,"Canada","CA","Direct_Aggregate",376
1927,"Czechoslovakia","CS","Direct_Aggregate",7772
1927,"Denmark","DK","Direct_Aggregate",1671
1927,"France","FR","Direct_Aggregate",45566
1927,"Germany","DE","Direct_Aggregate",77591
1927,"Hungary","HU","Direct_Aggregate",564
1927,"Italy","IT","Direct_Resident",368
1927,"Italy","IT","Direct_NonResident",62
1927,"Japan","JP","Direct_Resident",4670
1927,"Japan","JP","Direct_NonResident",21
1927,"Mexico","MX","Direct_Aggregate",79
1927,"Morocco","MA","Direct_Aggregate",12
1927,"New Zealand","NZ","Direct_Aggregate",157
1927,"Norway","NO","Direct_Resident",460
1927,"Norway","NO","Direct_NonResident",42
1927,"Poland","PL","Direct_Aggregate",450
1927,"Portugal","PT","Direct_Aggregate",84
1927,"Soviet Union","SU","Direct_Aggregate",374
1927,"Spain","ES","Direct_Aggregate",648
1927,"Sweden","SE","Direct_Aggregate",107
1927,"Switzerland","CH","Direct_Resident",214983
1927,"Switzerland","CH","Direct_NonResident",2767
1927,"Tunisia","TN","Direct_Aggregate",18
1927,"United Kingdom","GB","Direct_Aggregate",21009
1927,"United States of America","US","Direct_Aggregate",2387
1928,"Australia","AU","Direct_Aggregate",694
1928,"Austria","AT","Direct_Aggregate",8242
1928,"Belgium","BE","Direct_Aggregate",1322
1928,"Canada","CA","Direct_Aggregate",411
1928,"Czechoslovakia","CS","Direct_Aggregate",7668
1928,"Denmark","DK","Direct_Aggregate",1671
1928,"France","FR","Direct_Aggregate",3349
1928,"Germany","DE","Direct_Aggregate",95965
1928,"Hungary","HU","Direct_Aggregate",628
1928,"Italy","IT","Direct_Resident",276
1928,"Italy","IT","Direct_NonResident",86
1928,"Japan","JP","Direct_Resident",4357
1928,"Japan","JP","Direct_NonResident",9
1928,"Mexico","MX","Direct_Aggregate",129
1928,"Morocco","MA","Direct_Aggregate",17
1928,"New Zealand","NZ","Direct_Aggregate",128
1928,"Norway","NO","Direct_Resident",502
1928,"Norway","NO","Direct_NonResident",87
1928,"Poland","PL","Direct_Aggregate",520
1928,"Portugal","PT","Direct_Aggregate",116
1928,"Soviet Union","SU","Direct_Aggregate",560
1928,"Spain","ES","Direct_Aggregate",590
1928,"Sweden","SE","Direct_Aggregate",140
1928,"Switzerland","CH","Direct_Resident",220734
1928,"Switzerland","CH","Direct_NonResident",6745
1928,"Tunisia","TN","Direct_Aggregate",19
1928,"United Kingdom","GB","Direct_Aggregate",23899
1928,"United States of America","US","Direct_Aggregate",3182
1929,"Australia","AU","Direct_Aggregate",547
1929,"Austria","AT","Direct_Aggregate",11525
1929,"Belgium","BE","Direct_Aggregate",1808
1929,"Canada","CA","Direct_Aggregate",337
1929,"Denmark","DK","Direct_Aggregate",1469
1929,"France","FR","Direct_Aggregate",43715
1929,"Germany","DE","Direct_Aggregate",124020
1929,"Hungary","HU","Direct_Aggregate",1169
1929,"Ireland","IE","Direct_Aggregate",612
1929,"Italy","IT","Direct_Resident",602
1929,"Italy","IT","Direct_NonResident",121
1929,"Japan","JP","Direct_Resident",5295
1929,"Japan","JP","Direct_NonResident",13
1929,"Mexico","MX","Direct_Aggregate",96
1929,"Morocco","MA","Direct_Aggregate",27
1929,"Norway","NO","Direct_Resident",552
1929,"Norway","NO","Direct_NonResident",38
1929,"Poland","PL","Direct_Aggregate",695
1929,"Portugal","PT","Direct_Aggregate",69
1929,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",113
1929,"Soviet Union","SU","Direct_Aggregate",1046
1929,"Spain","ES","Direct_Aggregate",697
1929,"Sweden","SE","Direct_Aggregate",101
1929,"Switzerland","CH","Direct_Resident",151338
1929,"Switzerland","CH","Direct_NonResident",6157
1929,"Tunisia","TN","Direct_Aggregate",13
1929,"United Kingdom","GB","Direct_Aggregate",22072
1929,"United States of America","US","Direct_Aggregate",2905
1930,"Australia","AU","Direct_Aggregate",648
1930,"Austria","AT","Direct_Aggregate",12154
1930,"Belgium","BE","Direct_Aggregate",2081
1930,"Canada","CA","Direct_Aggregate",408
1930,"Czechoslovakia","CS","Direct_Aggregate",11476
1930,"Denmark","DK","Direct_Aggregate",1791
1930,"France","FR","Direct_Aggregate",48162
1930,"Germany","DE","Direct_Aggregate",126702
1930,"Hungary","HU","Direct_Aggregate",1446
1930,"Ireland","IE","Direct_Aggregate",92
1930,"Italy","IT","Direct_Resident",542
1930,"Italy","IT","Direct_NonResident",101
1930,"Japan","JP","Direct_Resident",5995
1930,"Japan","JP","Direct_NonResident",19
1930,"Mexico","MX","Direct_Aggregate",59
1930,"Morocco","MA","Direct_Aggregate",31
1930,"New Zealand","NZ","Direct_Aggregate",115
1930,"Norway","NO","Direct_Resident",645
1930,"Norway","NO","Direct_NonResident",64
1930,"Poland","PL","Direct_Aggregate",879
1930,"Portugal","PT","Direct_Aggregate",122
1930,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",73
1930,"Spain","ES","Direct_Aggregate",830
1930,"Sweden","SE","Direct_Aggregate",127
1930,"Switzerland","CH","Direct_Resident",119188
1930,"Switzerland","CH","Direct_NonResident",3625
1930,"Tunisia","TN","Direct_Aggregate",14
1930,"United Kingdom","GB","Direct_Aggregate",20169
1930,"United States of America","US","Direct_Aggregate",2710
1931,"Australia","AU","Direct_Aggregate",538
1931,"Austria","AT","Direct_Aggregate",13181
1931,"Belgium","BE","Direct_Aggregate",2507
1931,"Canada","CA","Direct_Aggregate",495
1931,"Czechoslovakia","CS","Direct_Aggregate",10565
1931,"Denmark","DK","Direct_Aggregate",2365
1931,"France","FR","Direct_Aggregate",45083
1931,"Germany","DE","Direct_Aggregate",111369
1931,"Hungary","HU","Direct_Aggregate",884
1931,"Ireland","IE","Direct_Aggregate",118
1931,"Italy","IT","Direct_Resident",642
1931,"Italy","IT","Direct_NonResident",184
1931,"Japan","JP","Direct_Resident",4801
1931,"Japan","JP","Direct_NonResident",18
1931,"Mexico","MX","Direct_Aggregate",62
1931,"Morocco","MA","Direct_Aggregate",45
1931,"New Zealand","NZ","Direct_Aggregate",128
1931,"Norway","NO","Direct_Resident",726
1931,"Norway","NO","Direct_NonResident",53
1931,"Poland","PL","Direct_Aggregate",1056
1931,"Portugal","PT","Direct_Aggregate",111
1931,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",92
1931,"Spain","ES","Direct_Aggregate",965
1931,"Sweden","SE","Direct_Aggregate",93
1931,"Switzerland","CH","Direct_Resident",75856
1931,"Switzerland","CH","Direct_NonResident",2584
1931,"Tunisia","TN","Direct_Aggregate",19
1931,"United Kingdom","GB","Direct_Aggregate",17685
1931,"United States of America","US","Direct_Aggregate",2935
1932,"Australia","AU","Direct_Aggregate",428
1932,"Austria","AT","Direct_Aggregate",16132
1932,"Belgium","BE","Direct_Aggregate",2226
1932,"Canada","CA","Direct_Aggregate",371
1932,"Czechoslovakia","CS","Direct_Aggregate",10633
1932,"Denmark","DK","Direct_Aggregate",2656
1932,"France","FR","Direct_Aggregate",45995
1932,"Germany","DE","Direct_Aggregate",105639
1932,"Hungary","HU","Direct_Aggregate",1148
1932,"Ireland","IE","Direct_Aggregate",83
1932,"Italy","IT","Direct_Resident",396
1932,"Italy","IT","Direct_NonResident",39
1932,"Japan","JP","Direct_Resident",4547
1932,"Japan","JP","Direct_NonResident",20
1932,"Mexico","MX","Direct_Aggregate",92
1932,"Morocco","MA","Direct_Aggregate",54
1932,"New Zealand","NZ","Direct_Aggregate",160
1932,"Norway","NO","Direct_Resident",937
1932,"Norway","NO","Direct_NonResident",35
1932,"Poland","PL","Direct_Aggregate",426
1932,"Portugal","PT","Direct_Aggregate",100
1932,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",91
1932,"Spain","ES","Direct_Aggregate",1049
1932,"Sweden","SE","Direct_Aggregate",68
1932,"Switzerland","CH","Direct_Resident",46024
1932,"Switzerland","CH","Direct_NonResident",3577
1932,"Tunisia","TN","Direct_Aggregate",22
1932,"United Kingdom","GB","Direct_Aggregate",19887
1932,"United States of America","US","Direct_Aggregate",2942
1933,"Australia","AU","Direct_Aggregate",499
1933,"Austria","AT","Direct_Aggregate",19901
1933,"Belgium","BE","Direct_Aggregate",2429
1933,"Canada","CA","Direct_Aggregate",409
1933,"Czechoslovakia","CS","Direct_Aggregate",10669
1933,"Denmark","DK","Direct_Aggregate",3482
1933,"France","FR","Direct_Aggregate",51590
1933,"Germany","DE","Direct_Aggregate",117245
1933,"Hungary","HU","Direct_Aggregate",1393
1933,"Ireland","IE","Direct_Aggregate",49
1933,"Italy","IT","Direct_Resident",1351
1933,"Italy","IT","Direct_NonResident",149
1933,"Japan","JP","Direct_Resident",4044
1933,"Japan","JP","Direct_NonResident",13
1933,"Mexico","MX","Direct_Aggregate",63
1933,"Morocco","MA","Direct_Aggregate",61
1933,"New Zealand","NZ","Direct_Aggregate",107
1933,"Norway","NO","Direct_Resident",1028
1933,"Norway","NO","Direct_NonResident",34
1933,"Poland","PL","Direct_Aggregate",501
1933,"Portugal","PT","Direct_Aggregate",108
1933,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",131
1933,"Spain","ES","Direct_Aggregate",919
1933,"Sweden","SE","Direct_Aggregate",99
1933,"Switzerland","CH","Direct_Resident",36735
1933,"Switzerland","CH","Direct_NonResident",1403
1933,"Tunisia","TN","Direct_Aggregate",17
1933,"United Kingdom","GB","Direct_Aggregate",20767
1933,"United States of America","US","Direct_Aggregate",2411
1934,"Australia","AU","Direct_Aggregate",1468
1934,"Austria","AT","Direct_Aggregate",24441
1934,"Belgium","BE","Direct_Aggregate",1855
1934,"Canada","CA","Direct_Aggregate",331
1934,"Czechoslovakia","CS","Direct_Aggregate",10487
1934,"Denmark","DK","Direct_Aggregate",3033
1934,"France","FR","Direct_Aggregate",42950
1934,"Germany","DE","Direct_Aggregate",100218
1934,"Hungary","HU","Direct_Aggregate",1759
1934,"Ireland","IE","Direct_Aggregate",49
1934,"Italy","IT","Direct_Resident",940
1934,"Italy","IT","Direct_NonResident",160
1934,"Japan","JP","Direct_Resident",4026
1934,"Japan","JP","Direct_NonResident",26
1934,"Mexico","MX","Direct_Aggregate",91
1934,"Morocco","MA","Direct_Aggregate",32
1934,"Norway","NO","Direct_Aggregate",1177
1934,"Poland","PL","Direct_Aggregate",599
1934,"Portugal","PT","Direct_Aggregate",118
1934,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",106
1934,"Spain","ES","Direct_Aggregate",942
1934,"Sweden","SE","Direct_Aggregate",84
1934,"Switzerland","CH","Direct_Resident",25616
1934,"Switzerland","CH","Direct_NonResident",1293
1934,"Tunisia","TN","Direct_Aggregate",21
1934,"United Kingdom","GB","Direct_Aggregate",17830
1934,"United States of America","US","Direct_Aggregate",2919
1935,"Australia","AU","Direct_Aggregate",2085
1935,"Austria","AT","Direct_Aggregate",25394
1935,"Belgium","BE","Direct_Aggregate",2844
1935,"Canada","CA","Direct_Aggregate",430
1935,"Czechoslovakia","CS","Direct_Aggregate",9766
1935,"Denmark","DK","Direct_Aggregate",3394
1935,"France","FR","Direct_Aggregate",41459
1935,"Germany","DE","Direct_Aggregate",86769
1935,"Hungary","HU","Direct_Aggregate",3162
1935,"Ireland","IE","Direct_Aggregate",58
1935,"Italy","IT","Direct_Resident",785
1935,"Italy","IT","Direct_NonResident",195
1935,"Japan","JP","Direct_Resident",5434
1935,"Japan","JP","Direct_NonResident",40
1935,"Morocco","MA","Direct_Aggregate",37
1935,"New Zealand","NZ","Direct_Aggregate",149
1935,"Norway","NO","Direct_Aggregate",1001
1935,"Poland","PL","Direct_Aggregate",674
1935,"Portugal","PT","Direct_Aggregate",140
1935,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",152
1935,"Sweden","SE","Direct_Aggregate",114
1935,"Switzerland","CH","Direct_Resident",33016
1935,"Switzerland","CH","Direct_NonResident",1073
1935,"Tunisia","TN","Direct_Aggregate",22
1935,"United Kingdom","GB","Direct_Aggregate",18269
1935,"United States of America","US","Direct_Aggregate",3864
1936,"Australia","AU","Direct_Aggregate",1280
1936,"Austria","AT","Direct_Aggregate",27614
1936,"Belgium","BE","Direct_Aggregate",1747
1936,"Canada","CA","Direct_Aggregate",363
1936,"Czechoslovakia","CS","Direct_Aggregate",10715
1936,"Denmark","DK","Direct_Aggregate",2964
1936,"France","FR","Direct_Aggregate",36680
1936,"Germany","DE","Direct_Aggregate",87628
1936,"Hungary","HU","Direct_Aggregate",2815
1936,"Ireland","IE","Direct_Aggregate",32
1936,"Italy","IT","Direct_Resident",1001
1936,"Italy","IT","Direct_NonResident",88
1936,"Japan","JP","Direct_Resident",5629
1936,"Japan","JP","Direct_NonResident",33
1936,"Morocco","MA","Direct_Aggregate",66
1936,"New Zealand","NZ","Direct_Aggregate",145
1936,"Norway","NO","Direct_Aggregate",1000
1936,"Poland","PL","Direct_Aggregate",723
1936,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",111
1936,"Sweden","SE","Direct_Aggregate",72
1936,"Switzerland","CH","Direct_Resident",35089
1936,"Switzerland","CH","Direct_NonResident",286
1936,"Tunisia","TN","Direct_Aggregate",30
1936,"United Kingdom","GB","Direct_Aggregate",17573
1936,"United States of America","US","Direct_Aggregate",4556
1937,"Australia","AU","Direct_Aggregate",971
1937,"Austria","AT","Direct_Aggregate",25280
1937,"Belgium","BE","Direct_Aggregate",1641
1937,"Brazil","BR","Direct_Aggregate",38
1937,"Canada","CA","Direct_Aggregate",336
1937,"Czechoslovakia","CS","Direct_Aggregate",10175
1937,"Denmark","DK","Direct_Aggregate",2382
1937,"France","FR","Direct_Aggregate",14352
1937,"Germany","DE","Direct_Aggregate",71786
1937,"Hungary","HU","Direct_Aggregate",3571
1937,"Ireland","IE","Direct_Aggregate",36
1937,"Italy","IT","Direct_Aggregate",1080
1937,"Japan","JP","Direct_Aggregate",4464
1937,"Mexico","MX","Direct_Aggregate",61
1937,"Morocco","MA","Direct_Aggregate",47
1937,"New Zealand","NZ","Direct_Aggregate",142
1937,"Norway","NO","Direct_Aggregate",992
1937,"Poland","PL","Direct_Aggregate",849
1937,"Portugal","PT","Direct_Aggregate",120
1937,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",147
1937,"Spain","ES","Direct_Aggregate",6
1937,"Sweden","SE","Direct_Aggregate",98
1937,"Switzerland","CH","Direct_Resident",31943
1937,"Switzerland","CH","Direct_NonResident",399
1937,"Tunisia","TN","Direct_Aggregate",10
1937,"United Kingdom","GB","Direct_Aggregate",16831
1937,"United States of America","US","Direct_Aggregate",5136
1938,"Australia","AU","Direct_Aggregate",1404
1938,"Belgium","BE","Direct_Aggregate",1651
1938,"Canada","CA","Direct_Aggregate",544
1938,"Czechoslovakia","CS","Direct_Aggregate",6543
1938,"Denmark","DK","Direct_Aggregate",2688
1938,"France","FR","Direct_Aggregate",5487
1938,"Germany","DE","Direct_Aggregate",63057
1938,"Hungary","HU","Direct_Aggregate",1555
1938,"Ireland","IE","Direct_Aggregate",31
1938,"Italy","IT","Direct_Aggregate",1060
1938,"Japan","JP","Direct_Aggregate",4301
1938,"Morocco","MA","Direct_Aggregate",296
1938,"Norway","NO","Direct_Aggregate",1099
1938,"Portugal","PT","Direct_Aggregate",97
1938,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",86
1938,"Sweden","SE","Direct_Aggregate",80
1938,"Switzerland","CH","Direct_Resident",19519
1938,"Switzerland","CH","Direct_NonResident",159
1938,"Tunisia","TN","Direct_Aggregate",12
1938,"United Kingdom","GB","Direct_Aggregate",16544
1938,"United States of America","US","Direct_Aggregate",5026
1939,"Australia","AU","Direct_Aggregate",736
1939,"Belgium","BE","Direct_Aggregate",1162
1939,"Brazil","BR","Direct_Aggregate",60
1939,"Canada","CA","Direct_Aggregate",356
1939,"Denmark","DK","Direct_Aggregate",2113
1939,"France","FR","Direct_Aggregate",2180
1939,"Germany","DE","Direct_Aggregate",43474
1939,"Hungary","HU","Direct_Aggregate",489
1939,"Ireland","IE","Direct_Aggregate",25
1939,"Japan","JP","Direct_Aggregate",3420
1939,"Mexico","MX","Direct_Aggregate",48
1939,"Morocco","MA","Direct_Aggregate",44
1939,"New Zealand","NZ","Direct_Aggregate",129
1939,"Norway","NO","Direct_Aggregate",1071
1939,"Poland","PL","Direct_Aggregate",560
1939,"Portugal","PT","Direct_Aggregate",136
1939,"Serbia and Montenegro (formerly Yugoslavia)","YU","Direct_Aggregate",78
1939,"Sweden","SE","Direct_Aggregate",101
1939,"Switzerland","CH","Direct_Resident",15735
1939,"Switzerland","CH","Direct_NonResident",105
1939,"Tunisia","TN","Direct_Aggregate",19
1939,"United Kingdom","GB","Direct_Aggregate",10605
1939,"United States of America","US","Direct_Aggregate",5592
1940,"Australia","AU","Direct_Aggregate",567
1940,"Belgium","BE","Direct_Aggregate",324
1940,"Canada","CA","Direct_Aggregate",402
1940,"Denmark","DK","Direct_Aggregate",2113
1940,"France","FR","Direct_Aggregate",948
1940,"Germany","DE","Direct_Aggregate",12028
1940,"Hungary","HU","Direct_Aggregate",500
1940,"Ireland","IE","Direct_Aggregate",12
1940,"Italy","IT","Direct_Aggregate",2043
1940,"Japan","JP","Direct_Aggregate",2567
1940,"Mexico","MX","Direct_Aggregate",69
1940,"Morocco","MA","Direct_Aggregate",7
1940,"New Zealand","NZ","Direct_Aggregate",94
1940,"Norway","NO","Direct_Aggregate",612
1940,"Portugal","PT","Direct_Aggregate",95
1940,"Sweden","SE","Direct_Aggregate",41
1940,"Switzerland","CH","Direct_Aggregate",11933
1940,"Tunisia","TN","Direct_Aggregate",65
1940,"United Kingdom","GB","Direct_Aggregate",4632
1940,"United States of America","US","Direct_Aggregate",6145
1941,"Belgium","BE","Direct_Aggregate",373
1941,"Canada","CA","Direct_Aggregate",336
1941,"Denmark","DK","Direct_Aggregate",1505
1941,"France","FR","Direct_Aggregate",1980
1941,"Germany","DE","Direct_Aggregate",7336
1941,"Hungary","HU","Direct_Aggregate",526
1941,"Ireland","IE","Direct_Aggregate",8
1941,"Italy","IT","Direct_Aggregate",1886
1941,"Japan","JP","Direct_Aggregate",2399
1941,"New Zealand","NZ","Direct_Aggregate",97
1941,"Norway","NO","Direct_Aggregate",606
1941,"Portugal","PT","Direct_Aggregate",99
1941,"Sweden","SE","Direct_Aggregate",58
1941,"Switzerland","CH","Direct_Aggregate",11033
1941,"United Kingdom","GB","Direct_Aggregate",2576
1941,"United States of America","US","Direct_Aggregate",6486
1942,"Australia","AU","Direct_Aggregate",118
1942,"Belgium","BE","Direct_Aggregate",353
1942,"Brazil","BR","Direct_Aggregate",40
1942,"Canada","CA","Direct_Aggregate",256
1942,"Denmark","DK","Direct_Aggregate",1753
1942,"France","FR","Direct_Aggregate",2210
1942,"Germany","DE","Direct_Aggregate",4164
1942,"Hungary","HU","Direct_Aggregate",403
1942,"Ireland","IE","Direct_Aggregate",17
1942,"Japan","JP","Direct_Aggregate",1759
1942,"Mexico","MX","Direct_Aggregate",44
1942,"Morocco","MA","Direct_Aggregate",70
1942,"New Zealand","NZ","Direct_Aggregate",66
1942,"Norway","NO","Direct_Aggregate",1224
1942,"Poland","PL","Direct_Aggregate",162
1942,"Portugal","PT","Direct_Aggregate",88
1942,"Sweden","SE","Direct_Aggregate",43
1942,"Switzerland","CH","Direct_Aggregate",10445
1942,"United Kingdom","GB","Direct_Aggregate",2254
1942,"United States of America","US","Direct_Aggregate",3728
1943,"Australia","AU","Direct_Aggregate",107
