//Registros de diseños industriales por oficina,
"//por directamente por residentes, directamente por no residentes y sistema de La Haya",
//Fuente:  Base de datos de estadísticas de la OMPI, diciembre 2011
//Nota: Es probable que falten datos relativos a algunas oficinas o respecto de ciertos períodos.,

Año,Nombre'Oficina,Código'Oficina,Tipo'solicitante,Número de registros
1922,"Austria","AT","Directamente total",4571
1922,"Bélgica","BE","Directamente total",573
1922,"Canadá","CA","Directamente total",369
1922,"Checoslovaquia","CS","Directamente total",3675
1922,"Dinamarca","DK","Directamente total",1293
1922,"Francia","FR","Directamente total",31378
1922,"Alemania","DE","Directamente total",30676
1922,"Hungría","HU","Directamente total",354
1922,"Italia","IT","Directamente_residentes",65
1922,"Italia","IT","Directamente_NOresidentes",71
1922,"Japón","JP","Directamente total",1416
1922,"México","MX","Directamente total",149
1922,"Marruecos","MA","Directamente total",5
1922,"Nueva Zelandia","NZ","Directamente total",153
1922,"Noruega","NO","Directamente total",418
1922,"Polonia","PL","Directamente total",254
1922,"Portugal","PT","Directamente total",31
1922,"España","ES","Directamente total",272
1922,"Suecia","SE","Directamente total",36
1922,"Suiza","CH","Directamente_residentes",183650
1922,"Suiza","CH","Directamente_NOresidentes",283
1922,"Túnez","TN","Directamente total",5
1922,"Reino Unido","GB","Directamente total",14419
1922,"Estados Unidos de América","US","Directamente total",1609
1923,"Australia","AU","Directamente total",377
1923,"Austria","AT","Directamente total",4823
1923,"Bélgica","BE","Directamente total",640
1923,"Canadá","CA","Directamente total",372
1923,"Checoslovaquia","CS","Directamente total",3737
1923,"Dinamarca","DK","Directamente total",1329
1923,"Francia","FR","Directamente total",33183
1923,"Hungría","HU","Directamente total",268
1923,"Italia","IT","Directamente_residentes",109
1923,"Italia","IT","Directamente_NOresidentes",15
1923,"Japón","JP","Directamente_residentes",789
1923,"Japón","JP","Directamente_NOresidentes",6
1923,"Marruecos","MA","Directamente total",14
1923,"Nueva Zelandia","NZ","Directamente total",171
1923,"Noruega","NO","Directamente total",438
1923,"Polonia","PL","Directamente total",283
1923,"Portugal","PT","Directamente total",37
1923,"España","ES","Directamente total",250
1923,"Suecia","SE","Directamente total",53
1923,"Suiza","CH","Directamente_residentes",220522
1923,"Suiza","CH","Directamente_NOresidentes",768
1923,"Túnez","TN","Directamente total",20
1923,"Reino Unido","GB","Directamente total",17807
1923,"Estados Unidos de América","US","Directamente total",1927
1924,"Australia","AU","Directamente total",453
1924,"Austria","AT","Directamente total",6174
1924,"Bélgica","BE","Directamente total",831
1924,"Canadá","CA","Directamente total",407
1924,"Checoslovaquia","CS","Directamente total",5141
1924,"Dinamarca","DK","Directamente total",1572
1924,"Francia","FR","Directamente total",2541
1924,"Alemania","DE","Directamente total",35277
1924,"Hungría","HU","Directamente total",404
1924,"Italia","IT","Directamente_residentes",746
1924,"Italia","IT","Directamente_NOresidentes",94
1924,"Japón","JP","Directamente_residentes",1862
1924,"Japón","JP","Directamente_NOresidentes",10
1924,"México","MX","Directamente total",69
1924,"Marruecos","MA","Directamente total",13
1924,"Nueva Zelandia","NZ","Directamente total",168
1924,"Noruega","NO","Directamente total",420
1924,"Polonia","PL","Directamente total",40
1924,"Portugal","PT","Directamente total",81
1924,"España","ES","Directamente total",248
1924,"Suecia","SE","Directamente total",65
1924,"Suiza","CH","Directamente_residentes",193574
1924,"Suiza","CH","Directamente_NOresidentes",1182
1924,"Túnez","TN","Directamente total",10
1924,"Reino Unido","GB","Directamente total",20155
1924,"Estados Unidos de América","US","Directamente total",2670
1925,"Australia","AU","Directamente total",446
1925,"Austria","AT","Directamente total",6279
1925,"Bélgica","BE","Directamente total",1308
1925,"Canadá","CA","Directamente total",456
1925,"Checoslovaquia","CS","Directamente total",5353
1925,"Dinamarca","DK","Directamente total",1522
1925,"Francia","FR","Directamente total",40347
1925,"Alemania","DE","Directamente total",57035
1925,"Hungría","HU","Directamente total",516
1925,"Italia","IT","Directamente_residentes",619
1925,"Italia","IT","Directamente_NOresidentes",81
1925,"Japón","JP","Directamente_residentes",3042
1925,"Japón","JP","Directamente_NOresidentes",7
1925,"México","MX","Directamente total",71
1925,"Marruecos","MA","Directamente total",18
1925,"Nueva Zelandia","NZ","Directamente total",156
1925,"Noruega","NO","Directamente total",519
1925,"Polonia","PL","Directamente total",338
1925,"Portugal","PT","Directamente total",90
1925,"Union Soviética","SU","Directamente total",54
1925,"España","ES","Directamente total",385
1925,"Suecia","SE","Directamente total",69
1925,"Suiza","CH","Directamente_residentes",234378
1925,"Suiza","CH","Directamente_NOresidentes",400
1925,"Túnez","TN","Directamente total",8
1925,"Reino Unido","GB","Directamente total",22308
1925,"Estados Unidos de América","US","Directamente total",2819
1926,"Australia","AU","Directamente total",539
1926,"Austria","AT","Directamente total",6697
1926,"Bélgica","BE","Directamente total",1665
1926,"Canadá","CA","Directamente total",494
1926,"Cuba","CU","Directamente total",13
1926,"Checoslovaquia","CS","Directamente total",7129
1926,"Dinamarca","DK","Directamente total",1497
1926,"Francia","FR","Directamente total",1297
1926,"Alemania","DE","Directamente total",78021
1926,"Hungría","HU","Directamente total",647
1926,"Italia","IT","Directamente_residentes",282
1926,"Italia","IT","Directamente_NOresidentes",88
1926,"Japón","JP","Directamente_residentes",3747
1926,"Japón","JP","Directamente_NOresidentes",27
1926,"México","MX","Directamente total",65
1926,"Marruecos","MA","Directamente total",14
1926,"Nueva Zelandia","NZ","Directamente total",158
1926,"Noruega","NO","Directamente total",517
1926,"Polonia","PL","Directamente total",311
1926,"Portugal","PT","Directamente total",71
1926,"Union Soviética","SU","Directamente total",218
1926,"España","ES","Directamente total",493
1926,"Suecia","SE","Directamente total",81
1926,"Suiza","CH","Directamente_residentes",201942
1926,"Suiza","CH","Directamente_NOresidentes",200
1926,"Túnez","TN","Directamente total",12
1926,"Reino Unido","GB","Directamente total",21874
1926,"Estados Unidos de América","US","Directamente total",2597
1927,"Australia","AU","Directamente total",546
1927,"Austria","AT","Directamente total",5937
1927,"Canadá","CA","Directamente total",376
1927,"Checoslovaquia","CS","Directamente total",7772
1927,"Dinamarca","DK","Directamente total",1671
1927,"Francia","FR","Directamente total",45566
1927,"Alemania","DE","Directamente total",77591
1927,"Hungría","HU","Directamente total",564
1927,"Italia","IT","Directamente_residentes",368
1927,"Italia","IT","Directamente_NOresidentes",62
1927,"Japón","JP","Directamente_residentes",4670
1927,"Japón","JP","Directamente_NOresidentes",21
1927,"México","MX","Directamente total",79
1927,"Marruecos","MA","Directamente total",12
1927,"Nueva Zelandia","NZ","Directamente total",157
1927,"Noruega","NO","Directamente_residentes",460
1927,"Noruega","NO","Directamente_NOresidentes",42
1927,"Polonia","PL","Directamente total",450
1927,"Portugal","PT","Directamente total",84
1927,"Union Soviética","SU","Directamente total",374
1927,"España","ES","Directamente total",648
1927,"Suecia","SE","Directamente total",107
1927,"Suiza","CH","Directamente_residentes",214983
1927,"Suiza","CH","Directamente_NOresidentes",2767
1927,"Túnez","TN","Directamente total",18
1927,"Reino Unido","GB","Directamente total",21009
1927,"Estados Unidos de América","US","Directamente total",2387
1928,"Australia","AU","Directamente total",694
1928,"Austria","AT","Directamente total",8242
1928,"Bélgica","BE","Directamente total",1322
1928,"Canadá","CA","Directamente total",411
1928,"Checoslovaquia","CS","Directamente total",7668
1928,"Dinamarca","DK","Directamente total",1671
1928,"Francia","FR","Directamente total",3349
1928,"Alemania","DE","Directamente total",95965
1928,"Hungría","HU","Directamente total",628
1928,"Italia","IT","Directamente_residentes",276
1928,"Italia","IT","Directamente_NOresidentes",86
1928,"Japón","JP","Directamente_residentes",4357
1928,"Japón","JP","Directamente_NOresidentes",9
1928,"México","MX","Directamente total",129
1928,"Marruecos","MA","Directamente total",17
1928,"Nueva Zelandia","NZ","Directamente total",128
1928,"Noruega","NO","Directamente_residentes",502
1928,"Noruega","NO","Directamente_NOresidentes",87
1928,"Polonia","PL","Directamente total",520
1928,"Portugal","PT","Directamente total",116
1928,"Union Soviética","SU","Directamente total",560
1928,"España","ES","Directamente total",590
1928,"Suecia","SE","Directamente total",140
1928,"Suiza","CH","Directamente_residentes",220734
1928,"Suiza","CH","Directamente_NOresidentes",6745
1928,"Túnez","TN","Directamente total",19
1928,"Reino Unido","GB","Directamente total",23899
1928,"Estados Unidos de América","US","Directamente total",3182
1929,"Australia","AU","Directamente total",547
1929,"Austria","AT","Directamente total",11525
1929,"Bélgica","BE","Directamente total",1808
1929,"Canadá","CA","Directamente total",337
1929,"Dinamarca","DK","Directamente total",1469
1929,"Francia","FR","Directamente total",43715
1929,"Alemania","DE","Directamente total",124020
1929,"Hungría","HU","Directamente total",1169
1929,"Irlanda","IE","Directamente total",612
1929,"Italia","IT","Directamente_residentes",602
1929,"Italia","IT","Directamente_NOresidentes",121
1929,"Japón","JP","Directamente_residentes",5295
1929,"Japón","JP","Directamente_NOresidentes",13
1929,"México","MX","Directamente total",96
1929,"Marruecos","MA","Directamente total",27
1929,"Noruega","NO","Directamente_residentes",552
1929,"Noruega","NO","Directamente_NOresidentes",38
1929,"Polonia","PL","Directamente total",695
1929,"Portugal","PT","Directamente total",69
1929,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",113
1929,"Union Soviética","SU","Directamente total",1046
1929,"España","ES","Directamente total",697
1929,"Suecia","SE","Directamente total",101
1929,"Suiza","CH","Directamente_residentes",151338
1929,"Suiza","CH","Directamente_NOresidentes",6157
1929,"Túnez","TN","Directamente total",13
1929,"Reino Unido","GB","Directamente total",22072
1929,"Estados Unidos de América","US","Directamente total",2905
1930,"Australia","AU","Directamente total",648
1930,"Austria","AT","Directamente total",12154
1930,"Bélgica","BE","Directamente total",2081
1930,"Canadá","CA","Directamente total",408
1930,"Checoslovaquia","CS","Directamente total",11476
1930,"Dinamarca","DK","Directamente total",1791
1930,"Francia","FR","Directamente total",48162
1930,"Alemania","DE","Directamente total",126702
1930,"Hungría","HU","Directamente total",1446
1930,"Irlanda","IE","Directamente total",92
1930,"Italia","IT","Directamente_residentes",542
1930,"Italia","IT","Directamente_NOresidentes",101
1930,"Japón","JP","Directamente_residentes",5995
1930,"Japón","JP","Directamente_NOresidentes",19
1930,"México","MX","Directamente total",59
1930,"Marruecos","MA","Directamente total",31
1930,"Nueva Zelandia","NZ","Directamente total",115
1930,"Noruega","NO","Directamente_residentes",645
1930,"Noruega","NO","Directamente_NOresidentes",64
1930,"Polonia","PL","Directamente total",879
1930,"Portugal","PT","Directamente total",122
1930,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",73
1930,"España","ES","Directamente total",830
1930,"Suecia","SE","Directamente total",127
1930,"Suiza","CH","Directamente_residentes",119188
1930,"Suiza","CH","Directamente_NOresidentes",3625
1930,"Túnez","TN","Directamente total",14
1930,"Reino Unido","GB","Directamente total",20169
1930,"Estados Unidos de América","US","Directamente total",2710
1931,"Australia","AU","Directamente total",538
1931,"Austria","AT","Directamente total",13181
1931,"Bélgica","BE","Directamente total",2507
1931,"Canadá","CA","Directamente total",495
1931,"Checoslovaquia","CS","Directamente total",10565
1931,"Dinamarca","DK","Directamente total",2365
1931,"Francia","FR","Directamente total",45083
1931,"Alemania","DE","Directamente total",111369
1931,"Hungría","HU","Directamente total",884
1931,"Irlanda","IE","Directamente total",118
1931,"Italia","IT","Directamente_residentes",642
1931,"Italia","IT","Directamente_NOresidentes",184
1931,"Japón","JP","Directamente_residentes",4801
1931,"Japón","JP","Directamente_NOresidentes",18
1931,"México","MX","Directamente total",62
1931,"Marruecos","MA","Directamente total",45
1931,"Nueva Zelandia","NZ","Directamente total",128
1931,"Noruega","NO","Directamente_residentes",726
1931,"Noruega","NO","Directamente_NOresidentes",53
1931,"Polonia","PL","Directamente total",1056
1931,"Portugal","PT","Directamente total",111
1931,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",92
1931,"España","ES","Directamente total",965
1931,"Suecia","SE","Directamente total",93
1931,"Suiza","CH","Directamente_residentes",75856
1931,"Suiza","CH","Directamente_NOresidentes",2584
1931,"Túnez","TN","Directamente total",19
1931,"Reino Unido","GB","Directamente total",17685
1931,"Estados Unidos de América","US","Directamente total",2935
1932,"Australia","AU","Directamente total",428
1932,"Austria","AT","Directamente total",16132
1932,"Bélgica","BE","Directamente total",2226
1932,"Canadá","CA","Directamente total",371
1932,"Checoslovaquia","CS","Directamente total",10633
1932,"Dinamarca","DK","Directamente total",2656
1932,"Francia","FR","Directamente total",45995
1932,"Alemania","DE","Directamente total",105639
1932,"Hungría","HU","Directamente total",1148
1932,"Irlanda","IE","Directamente total",83
1932,"Italia","IT","Directamente_residentes",396
1932,"Italia","IT","Directamente_NOresidentes",39
1932,"Japón","JP","Directamente_residentes",4547
1932,"Japón","JP","Directamente_NOresidentes",20
1932,"México","MX","Directamente total",92
1932,"Marruecos","MA","Directamente total",54
1932,"Nueva Zelandia","NZ","Directamente total",160
1932,"Noruega","NO","Directamente_residentes",937
1932,"Noruega","NO","Directamente_NOresidentes",35
1932,"Polonia","PL","Directamente total",426
1932,"Portugal","PT","Directamente total",100
1932,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",91
1932,"España","ES","Directamente total",1049
1932,"Suecia","SE","Directamente total",68
1932,"Suiza","CH","Directamente_residentes",46024
1932,"Suiza","CH","Directamente_NOresidentes",3577
1932,"Túnez","TN","Directamente total",22
1932,"Reino Unido","GB","Directamente total",19887
1932,"Estados Unidos de América","US","Directamente total",2942
1933,"Australia","AU","Directamente total",499
1933,"Austria","AT","Directamente total",19901
1933,"Bélgica","BE","Directamente total",2429
1933,"Canadá","CA","Directamente total",409
1933,"Checoslovaquia","CS","Directamente total",10669
1933,"Dinamarca","DK","Directamente total",3482
1933,"Francia","FR","Directamente total",51590
1933,"Alemania","DE","Directamente total",117245
1933,"Hungría","HU","Directamente total",1393
1933,"Irlanda","IE","Directamente total",49
1933,"Italia","IT","Directamente_residentes",1351
1933,"Italia","IT","Directamente_NOresidentes",149
1933,"Japón","JP","Directamente_residentes",4044
1933,"Japón","JP","Directamente_NOresidentes",13
1933,"México","MX","Directamente total",63
1933,"Marruecos","MA","Directamente total",61
1933,"Nueva Zelandia","NZ","Directamente total",107
1933,"Noruega","NO","Directamente_residentes",1028
1933,"Noruega","NO","Directamente_NOresidentes",34
1933,"Polonia","PL","Directamente total",501
1933,"Portugal","PT","Directamente total",108
1933,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",131
1933,"España","ES","Directamente total",919
1933,"Suecia","SE","Directamente total",99
1933,"Suiza","CH","Directamente_residentes",36735
1933,"Suiza","CH","Directamente_NOresidentes",1403
1933,"Túnez","TN","Directamente total",17
1933,"Reino Unido","GB","Directamente total",20767
1933,"Estados Unidos de América","US","Directamente total",2411
1934,"Australia","AU","Directamente total",1468
1934,"Austria","AT","Directamente total",24441
1934,"Bélgica","BE","Directamente total",1855
1934,"Canadá","CA","Directamente total",331
1934,"Checoslovaquia","CS","Directamente total",10487
1934,"Dinamarca","DK","Directamente total",3033
1934,"Francia","FR","Directamente total",42950
1934,"Alemania","DE","Directamente total",100218
1934,"Hungría","HU","Directamente total",1759
1934,"Irlanda","IE","Directamente total",49
1934,"Italia","IT","Directamente_residentes",940
1934,"Italia","IT","Directamente_NOresidentes",160
1934,"Japón","JP","Directamente_residentes",4026
1934,"Japón","JP","Directamente_NOresidentes",26
1934,"México","MX","Directamente total",91
1934,"Marruecos","MA","Directamente total",32
1934,"Noruega","NO","Directamente total",1177
1934,"Polonia","PL","Directamente total",599
1934,"Portugal","PT","Directamente total",118
1934,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",106
1934,"España","ES","Directamente total",942
1934,"Suecia","SE","Directamente total",84
1934,"Suiza","CH","Directamente_residentes",25616
1934,"Suiza","CH","Directamente_NOresidentes",1293
1934,"Túnez","TN","Directamente total",21
1934,"Reino Unido","GB","Directamente total",17830
1934,"Estados Unidos de América","US","Directamente total",2919
1935,"Australia","AU","Directamente total",2085
1935,"Austria","AT","Directamente total",25394
1935,"Bélgica","BE","Directamente total",2844
1935,"Canadá","CA","Directamente total",430
1935,"Checoslovaquia","CS","Directamente total",9766
1935,"Dinamarca","DK","Directamente total",3394
1935,"Francia","FR","Directamente total",41459
1935,"Alemania","DE","Directamente total",86769
1935,"Hungría","HU","Directamente total",3162
1935,"Irlanda","IE","Directamente total",58
1935,"Italia","IT","Directamente_residentes",785
1935,"Italia","IT","Directamente_NOresidentes",195
1935,"Japón","JP","Directamente_residentes",5434
1935,"Japón","JP","Directamente_NOresidentes",40
1935,"Marruecos","MA","Directamente total",37
1935,"Nueva Zelandia","NZ","Directamente total",149
1935,"Noruega","NO","Directamente total",1001
1935,"Polonia","PL","Directamente total",674
1935,"Portugal","PT","Directamente total",140
1935,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",152
1935,"Suecia","SE","Directamente total",114
1935,"Suiza","CH","Directamente_residentes",33016
1935,"Suiza","CH","Directamente_NOresidentes",1073
1935,"Túnez","TN","Directamente total",22
1935,"Reino Unido","GB","Directamente total",18269
1935,"Estados Unidos de América","US","Directamente total",3864
1936,"Australia","AU","Directamente total",1280
1936,"Austria","AT","Directamente total",27614
1936,"Bélgica","BE","Directamente total",1747
1936,"Canadá","CA","Directamente total",363
1936,"Checoslovaquia","CS","Directamente total",10715
1936,"Dinamarca","DK","Directamente total",2964
1936,"Francia","FR","Directamente total",36680
1936,"Alemania","DE","Directamente total",87628
1936,"Hungría","HU","Directamente total",2815
1936,"Irlanda","IE","Directamente total",32
1936,"Italia","IT","Directamente_residentes",1001
1936,"Italia","IT","Directamente_NOresidentes",88
1936,"Japón","JP","Directamente_residentes",5629
1936,"Japón","JP","Directamente_NOresidentes",33
1936,"Marruecos","MA","Directamente total",66
1936,"Nueva Zelandia","NZ","Directamente total",145
1936,"Noruega","NO","Directamente total",1000
1936,"Polonia","PL","Directamente total",723
1936,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",111
1936,"Suecia","SE","Directamente total",72
1936,"Suiza","CH","Directamente_residentes",35089
1936,"Suiza","CH","Directamente_NOresidentes",286
1936,"Túnez","TN","Directamente total",30
1936,"Reino Unido","GB","Directamente total",17573
1936,"Estados Unidos de América","US","Directamente total",4556
1937,"Australia","AU","Directamente total",971
1937,"Austria","AT","Directamente total",25280
1937,"Bélgica","BE","Directamente total",1641
1937,"Brasil","BR","Directamente total",38
1937,"Canadá","CA","Directamente total",336
1937,"Checoslovaquia","CS","Directamente total",10175
1937,"Dinamarca","DK","Directamente total",2382
1937,"Francia","FR","Directamente total",14352
1937,"Alemania","DE","Directamente total",71786
1937,"Hungría","HU","Directamente total",3571
1937,"Irlanda","IE","Directamente total",36
1937,"Italia","IT","Directamente total",1080
1937,"Japón","JP","Directamente total",4464
1937,"México","MX","Directamente total",61
1937,"Marruecos","MA","Directamente total",47
1937,"Nueva Zelandia","NZ","Directamente total",142
1937,"Noruega","NO","Directamente total",992
1937,"Polonia","PL","Directamente total",849
1937,"Portugal","PT","Directamente total",120
1937,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",147
1937,"España","ES","Directamente total",6
1937,"Suecia","SE","Directamente total",98
1937,"Suiza","CH","Directamente_residentes",31943
1937,"Suiza","CH","Directamente_NOresidentes",399
1937,"Túnez","TN","Directamente total",10
1937,"Reino Unido","GB","Directamente total",16831
1937,"Estados Unidos de América","US","Directamente total",5136
1938,"Australia","AU","Directamente total",1404
1938,"Bélgica","BE","Directamente total",1651
1938,"Canadá","CA","Directamente total",544
1938,"Checoslovaquia","CS","Directamente total",6543
1938,"Dinamarca","DK","Directamente total",2688
1938,"Francia","FR","Directamente total",5487
1938,"Alemania","DE","Directamente total",63057
1938,"Hungría","HU","Directamente total",1555
1938,"Irlanda","IE","Directamente total",31
1938,"Italia","IT","Directamente total",1060
1938,"Japón","JP","Directamente total",4301
1938,"Marruecos","MA","Directamente total",296
1938,"Noruega","NO","Directamente total",1099
1938,"Portugal","PT","Directamente total",97
1938,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",86
1938,"Suecia","SE","Directamente total",80
1938,"Suiza","CH","Directamente_residentes",19519
1938,"Suiza","CH","Directamente_NOresidentes",159
1938,"Túnez","TN","Directamente total",12
1938,"Reino Unido","GB","Directamente total",16544
1938,"Estados Unidos de América","US","Directamente total",5026
1939,"Australia","AU","Directamente total",736
1939,"Bélgica","BE","Directamente total",1162
1939,"Brasil","BR","Directamente total",60
1939,"Canadá","CA","Directamente total",356
1939,"Dinamarca","DK","Directamente total",2113
1939,"Francia","FR","Directamente total",2180
1939,"Alemania","DE","Directamente total",43474
1939,"Hungría","HU","Directamente total",489
1939,"Irlanda","IE","Directamente total",25
1939,"Japón","JP","Directamente total",3420
1939,"México","MX","Directamente total",48
1939,"Marruecos","MA","Directamente total",44
1939,"Nueva Zelandia","NZ","Directamente total",129
1939,"Noruega","NO","Directamente total",1071
1939,"Polonia","PL","Directamente total",560
1939,"Portugal","PT","Directamente total",136
1939,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente total",78
1939,"Suecia","SE","Directamente total",101
1939,"Suiza","CH","Directamente_residentes",15735
1939,"Suiza","CH","Directamente_NOresidentes",105
1939,"Túnez","TN","Directamente total",19
1939,"Reino Unido","GB","Directamente total",10605
1939,"Estados Unidos de América","US","Directamente total",5592
1940,"Australia","AU","Directamente total",567
1940,"Bélgica","BE","Directamente total",324
1940,"Canadá","CA","Directamente total",402
1940,"Dinamarca","DK","Directamente total",2113
1940,"Francia","FR","Directamente total",948
1940,"Alemania","DE","Directamente total",12028
1940,"Hungría","HU","Directamente total",500
1940,"Irlanda","IE","Directamente total",12
1940,"Italia","IT","Directamente total",2043
1940,"Japón","JP","Directamente total",2567
1940,"México","MX","Directamente total",69
1940,"Marruecos","MA","Directamente total",7
1940,"Nueva Zelandia","NZ","Directamente total",94
1940,"Noruega","NO","Directamente total",612
1940,"Portugal","PT","Directamente total",95
1940,"Suecia","SE","Directamente total",41
1940,"Suiza","CH","Directamente total",11933
1940,"Túnez","TN","Directamente total",65
1940,"Reino Unido","GB","Directamente total",4632
1940,"Estados Unidos de América","US","Directamente total",6145
1941,"Bélgica","BE","Directamente total",373
1941,"Canadá","CA","Directamente total",336
1941,"Dinamarca","DK","Directamente total",1505
1941,"Francia","FR","Directamente total",1980
1941,"Alemania","DE","Directamente total",7336
1941,"Hungría","HU","Directamente total",526
1941,"Irlanda","IE","Directamente total",8
1941,"Italia","IT","Directamente total",1886
1941,"Japón","JP","Directamente total",2399
1941,"Nueva Zelandia","NZ","Directamente total",97
1941,"Noruega","NO","Directamente total",606
1941,"Portugal","PT","Directamente total",99
1941,"Suecia","SE","Directamente total",58
1941,"Suiza","CH","Directamente total",11033
1941,"Reino Unido","GB","Directamente total",2576
1941,"Estados Unidos de América","US","Directamente total",6486
1942,"Australia","AU","Directamente total",118
1942,"Bélgica","BE","Directamente total",353
1942,"Brasil","BR","Directamente total",40
1942,"Canadá","CA","Directamente total",256
1942,"Dinamarca","DK","Directamente total",1753
1942,"Francia","FR","Directamente total",2210
1942,"Alemania","DE","Directamente total",4164
1942,"Hungría","HU","Directamente total",403
1942,"Irlanda","IE","Directamente total",17
1942,"Japón","JP","Directamente total",1759
1942,"México","MX","Directamente total",44
1942,"Marruecos","MA","Directamente total",70
1942,"Nueva Zelandia","NZ","Directamente total",66
1942,"Noruega","NO","Directamente total",1224
1942,"Polonia","PL","Directamente total",162
1942,"Portugal","PT","Directamente total",88
1942,"Suecia","SE","Directamente total",43
1942,"Suiza","CH","Directamente total",10445
1942,"Reino Unido","GB","Directamente total",2254
1942,"Estados Unidos de América","US","Directamente total",3728
1943,"Australia","AU","Directamente total",107
1943,"Bélgica","BE","Directamente total",835
1943,"Canadá","CA","Directamente total",177
1943,"Dinamarca","DK","Directamente total",2182
1943,"Francia","FR","Directamente total",1226
1943,"Alemania","DE","Directamente total",1940
1943,"Hungría","HU","Directamente total",286
1943,"Irlanda","IE","Directamente total",20
1943,"Japón","JP","Directamente total",876
1943,"México","MX","Directamente total",54
1943,"Marruecos","MA","Directamente total",98
1943,"Nueva Zelandia","NZ","Directamente total",44
1943,"Noruega","NO","Directamente total",1163
1943,"Polonia","PL","Directamente total",83
1943,"Portugal","PT","Directamente total",130
1943,"Suecia","SE","Directamente total",43
1943,"Suiza","CH","Directamente total",9449
1943,"Reino Unido","GB","Directamente total",2049
1943,"Estados Unidos de América","US","Directamente total",2228
1944,"Australia","AU","Directamente total",197
1944,"Bélgica","BE","Directamente total",600
1944,"Canadá","CA","Directamente total",266
1944,"Cuba","CU","Directamente total",59
1944,"Checoslovaquia","CS","Directamente total",619
1944,"Dinamarca","DK","Directamente total",2163
1944,"Francia","FR","Directamente total",2393
1944,"Hungría","HU","Directamente total",48
1944,"Irlanda","IE","Directamente total",13
1944,"Japón","JP","Directamente total",223
1944,"México","MX","Directamente total",68
1944,"Marruecos","MA","Directamente total",71
1944,"Nueva Zelandia","NZ","Directamente total",58
1944,"Noruega","NO","Directamente total",903
1944,"Portugal","PT","Directamente total",47
1944,"Suecia","SE","Directamente total",60
1944,"Suiza","CH","Directamente total",15682
1944,"Túnez","TN","Directamente total",9
1944,"Reino Unido","GB","Directamente total",2436
1944,"Estados Unidos de América","US","Directamente total",2914
1945,"Australia","AU","Directamente total",537
1945,"Bélgica","BE","Directamente total",1003
1945,"Canadá","CA","Directamente total",326
1945,"Checoslovaquia","CS","Directamente total",1078
1945,"Dinamarca","DK","Directamente total",2195
1945,"Francia","FR","Directamente total",3868
1945,"Hungría","HU","Directamente total",109
1945,"Irlanda","IE","Directamente total",18
1945,"Italia","IT","Directamente total",731
1945,"Japón","JP","Directamente total",2
1945,"México","MX","Directamente total",124
1945,"Marruecos","MA","Directamente total",96
1945,"Nueva Zelandia","NZ","Directamente total",95
1945,"Noruega","NO","Directamente total",18171
1945,"Polonia","PL","Directamente total",16
1945,"Portugal","PT","Directamente total",71
1945,"Suecia","SE","Directamente total",63
1945,"Suiza","CH","Directamente total",10230
1945,"Túnez","TN","Directamente total",12
1945,"Reino Unido","GB","Directamente total",3103
1945,"Estados Unidos de América","US","Directamente total",3524
1946,"Australia","AU","Directamente total",771
1946,"Brasil","BR","Directamente total",48
1946,"Canadá","CA","Directamente total",525
1946,"Checoslovaquia","CS","Directamente total",1848
1946,"Dinamarca","DK","Directamente total",3901
1946,"Francia","FR","Directamente total",1629
1946,"Irlanda","IE","Directamente total",43
1946,"Italia","IT","Directamente total",2180
1946,"México","MX","Directamente total",115
1946,"Marruecos","MA","Directamente total",115
1946,"Nueva Zelandia","NZ","Directamente total",200
1946,"Noruega","NO","Directamente total",1710
1946,"Polonia","PL","Directamente total",18
1946,"Portugal","PT","Directamente total",104
1946,"Suecia","SE","Directamente total",98
1946,"Suiza","CH","Directamente total",12253
1946,"Túnez","TN","Directamente total",5
1946,"Reino Unido","GB","Directamente total",4285
1946,"Estados Unidos de América","US","Directamente total",2778
1947,"Australia","AU","Directamente total",771
1947,"Austria","AT","Directamente total",846
1947,"Bélgica","BE","Directamente total",1121
1947,"Brasil","BR","Directamente total",126
1947,"Canadá","CA","Directamente total",769
1947,"Checoslovaquia","CS","Directamente total",2303
1947,"Dinamarca","DK","Directamente total",2892
1947,"Francia","FR","Directamente total",2206
1947,"Hungría","HU","Directamente total",255
1947,"Irlanda","IE","Directamente total",60
1947,"Italia","IT","Directamente total",2000
1947,"Japón","JP","Directamente total",730
1947,"Líbano","LB","Directamente total",34
1947,"México","MX","Directamente total",78
1947,"Marruecos","MA","Directamente total",87
1947,"Nueva Zelandia","NZ","Directamente total",206
1947,"Noruega","NO","Directamente total",1332
1947,"Polonia","PL","Directamente total",42
1947,"Portugal","PT","Directamente total",219
