//Registros de diseños industriales por oficina,
"//por directamente por residentes, directamente por no residentes y sistema de La Haya",
//Fuente:  Base de datos de estadísticas de la OMPI, diciembre 2011
//Nota: Es probable que falten datos relativos a algunas oficinas o respecto de ciertos períodos.,

Año,Nombre'Oficina,Código'Oficina,Tipo'solicitante,Número de registros
1965,"Canadá","CA","Directamente total",846
1965,"Colombia","CO","Directamente_residentes",15
1965,"Colombia","CO","Directamente_NOresidentes",10
1965,"Checoslovaquia","CS","Directamente_residentes",314
1965,"Checoslovaquia","CS","Directamente_NOresidentes",5
1965,"Dinamarca","DK","Directamente total",746
1965,"Egipto","EG","Directamente_residentes",56
1965,"Egipto","EG","Directamente_NOresidentes",4
1965,"República Democrática Alemana","D2","Directamente_residentes",774
1965,"República Democrática Alemana","D2","Directamente_NOresidentes",7
1965,"Alemania","DE","Directamente_residentes",49522
1965,"Alemania","DE","Directamente_NOresidentes",470
1965,"Hungría","HU","Directamente_residentes",336
1965,"Hungría","HU","Directamente_NOresidentes",6
1965,"India","IN","Directamente_residentes",2165
1965,"India","IN","Directamente_NOresidentes",62
1965,"Irlanda","IE","Directamente_residentes",26
1965,"Irlanda","IE","Directamente_NOresidentes",107
1965,"Israel","IL","Directamente_residentes",142
1965,"Israel","IL","Directamente_NOresidentes",33
1965,"Italia","IT","Directamente_residentes",3984
1965,"Japón","JP","Directamente_residentes",13519
1965,"Japón","JP","Directamente_NOresidentes",135
1965,"Líbano","LB","Directamente_residentes",140
1965,"Líbano","LB","Directamente_NOresidentes",5
1965,"Liechtenstein","LI","Directamente_residentes",6
1965,"Liechtenstein","LI","Directamente_NOresidentes",2
1965,"Malta","MT","Directamente_residentes",1
1965,"Malta","MT","Directamente_NOresidentes",2
1965,"México","MX","Directamente_residentes",44
1965,"México","MX","Directamente_NOresidentes",49
1965,"Mónaco","MC","Directamente_residentes",6
1965,"Mónaco","MC","Directamente_NOresidentes",1
1965,"Marruecos","MA","Directamente_residentes",49
1965,"Marruecos","MA","Directamente_NOresidentes",4
1965,"Nueva Zelandia","NZ","Directamente_NOresidentes",163
1965,"Noruega","NO","Directamente_residentes",710
1965,"Noruega","NO","Directamente_NOresidentes",179
1965,"Pakistán","PK","Directamente total",285
1965,"Filipinas","PH","Directamente_residentes",58
1965,"Filipinas","PH","Directamente_NOresidentes",17
1965,"Polonia","PL","Directamente_residentes",92
1965,"Polonia","PL","Directamente_NOresidentes",5
1965,"Portugal","PT","Directamente_NOresidentes",205
1965,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",74
1965,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",16
1965,"España","ES","Directamente_residentes",4709
1965,"España","ES","Directamente_NOresidentes",15
1965,"Sri Lanka","LK","Directamente_residentes",5
1965,"Sri Lanka","LK","Directamente_NOresidentes",10
1965,"Suecia","SE","Directamente_residentes",114
1965,"Suecia","SE","Directamente_NOresidentes",99
1965,"Suiza","CH","Directamente_residentes",705
1965,"Suiza","CH","Directamente_NOresidentes",162
1965,"República Árabe Siria","SY","Directamente_residentes",24
1965,"República Árabe Siria","SY","Directamente_NOresidentes",1
1965,"Trinidad y Tobago","TT","Directamente_residentes",3
1965,"Trinidad y Tobago","TT","Directamente_NOresidentes",7
1965,"Túnez","TN","Directamente_NOresidentes",2
1965,"Reino Unido","GB","Directamente total",6800
1965,"Estados Unidos de América","US","Directamente_residentes",3181
1965,"Estados Unidos de América","US","Directamente_NOresidentes",243
1965,"Venezuela","VE","Directamente_residentes",38
1965,"Venezuela","VE","Directamente_NOresidentes",36
1965,"Zimbabwe","ZW","Directamente_residentes",4
1965,"Zimbabwe","ZW","Directamente_NOresidentes",29
1966,"Argentina","AR","Directamente_residentes",2850
1966,"Argentina","AR","Directamente_NOresidentes",148
1966,"Australia","AU","Directamente_residentes",640
1966,"Australia","AU","Directamente_NOresidentes",254
1966,"Austria","AT","Directamente_residentes",3124
1966,"Austria","AT","Directamente_NOresidentes",2959
1966,"Bélgica","BE","Directamente_residentes",2310
1966,"Bélgica","BE","Directamente_NOresidentes",209
1966,"Brasil","BR","Directamente_residentes",425
1966,"Brasil","BR","Directamente_NOresidentes",83
1966,"Canadá","CA","Directamente total",1030
1966,"Colombia","CO","Directamente_residentes",11
1966,"Colombia","CO","Directamente_NOresidentes",17
1966,"Checoslovaquia","CS","Directamente_residentes",561
1966,"Checoslovaquia","CS","Directamente_NOresidentes",16
1966,"Dinamarca","DK","Directamente total",691
1966,"Egipto","EG","Directamente_residentes",73
1966,"Egipto","EG","Directamente_NOresidentes",7
1966,"Francia","FR","Directamente_residentes",12622
1966,"Francia","FR","Directamente_NOresidentes",642
1966,"República Democrática Alemana","D2","Directamente_residentes",684
1966,"República Democrática Alemana","D2","Directamente_NOresidentes",4
1966,"Alemania","DE","Directamente_residentes",52988
1966,"Alemania","DE","Directamente_NOresidentes",942
1966,"Hungría","HU","Directamente_residentes",340
1966,"Hungría","HU","Directamente_NOresidentes",11
1966,"India","IN","Directamente_residentes",2240
1966,"India","IN","Directamente_NOresidentes",41
1966,"Irlanda","IE","Directamente_residentes",38
1966,"Irlanda","IE","Directamente_NOresidentes",96
1966,"Israel","IL","Directamente_residentes",141
1966,"Israel","IL","Directamente_NOresidentes",20
1966,"Japón","JP","Directamente_residentes",13705
1966,"Japón","JP","Directamente_NOresidentes",236
1966,"Líbano","LB","Directamente_residentes",202
1966,"Líbano","LB","Directamente_NOresidentes",65
1966,"Liechtenstein","LI","Directamente_residentes",4
1966,"Liechtenstein","LI","Directamente_NOresidentes",1
1966,"Malawi","MW","Directamente_NOresidentes",14
1966,"Malta","MT","Directamente_residentes",5
1966,"Malta","MT","Directamente_NOresidentes",2
1966,"México","MX","Directamente_residentes",44
1966,"México","MX","Directamente_NOresidentes",58
1966,"Mónaco","MC","Directamente_residentes",3
1966,"Mónaco","MC","Directamente_NOresidentes",2
1966,"Marruecos","MA","Directamente_residentes",40
1966,"Marruecos","MA","Directamente_NOresidentes",7
1966,"Nueva Zelandia","NZ","Directamente_residentes",95
1966,"Nueva Zelandia","NZ","Directamente total",424
1966,"Noruega","NO","Directamente_residentes",578
1966,"Noruega","NO","Directamente_NOresidentes",207
1966,"Pakistán","PK","Directamente total",95
1966,"Filipinas","PH","Directamente_residentes",35
1966,"Filipinas","PH","Directamente_NOresidentes",17
1966,"Polonia","PL","Directamente_residentes",106
1966,"Polonia","PL","Directamente_NOresidentes",7
1966,"Portugal","PT","Directamente_NOresidentes",260
1966,"República de Corea","KR","Directamente_residentes",715
1966,"República de Corea","KR","Directamente_NOresidentes",12
1966,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",146
1966,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",4
1966,"Sierra Leona","SL","Directamente_NOresidentes",1
1966,"España","ES","Directamente_residentes",407
1966,"España","ES","Directamente_NOresidentes",45
1966,"Sri Lanka","LK","Directamente_residentes",4
1966,"Sri Lanka","LK","Directamente_NOresidentes",4
1966,"Suecia","SE","Directamente_residentes",165
1966,"Suecia","SE","Directamente_NOresidentes",119
1966,"Suiza","CH","Directamente_residentes",649
1966,"Suiza","CH","Directamente_NOresidentes",142
1966,"República Árabe Siria","SY","Directamente_residentes",42
1966,"República Árabe Siria","SY","Directamente_NOresidentes",11
1966,"Trinidad y Tobago","TT","Directamente_residentes",9
1966,"Trinidad y Tobago","TT","Directamente_NOresidentes",6
1966,"Túnez","TN","Directamente_residentes",3
1966,"Túnez","TN","Directamente_NOresidentes",1
1966,"Reino Unido","GB","Directamente_residentes",3892
1966,"Reino Unido","GB","Directamente_NOresidentes",1676
1966,"Estados Unidos de América","US","Directamente_residentes",2969
1966,"Estados Unidos de América","US","Directamente_NOresidentes",219
1966,"Venezuela","VE","Directamente_residentes",13
1966,"Venezuela","VE","Directamente_NOresidentes",10
1966,"Zambia","ZM","Directamente_residentes",1
1966,"Zambia","ZM","Directamente_NOresidentes",38
1966,"Zimbabwe","ZW","Directamente_residentes",10
1966,"Zimbabwe","ZW","Directamente_NOresidentes",24
1967,"Australia","AU","Directamente_residentes",1339
1967,"Australia","AU","Directamente_NOresidentes",494
1967,"Austria","AT","Directamente_residentes",2991
1967,"Austria","AT","Directamente_NOresidentes",2857
1967,"Bélgica","BE","Directamente_residentes",1765
1967,"Bélgica","BE","Directamente_NOresidentes",347
1967,"Brasil","BR","Directamente_residentes",245
1967,"Brasil","BR","Directamente_NOresidentes",42
1967,"Canadá","CA","Directamente total",1088
1967,"Colombia","CO","Directamente_residentes",35
1967,"Colombia","CO","Directamente_NOresidentes",32
1967,"Checoslovaquia","CS","Directamente_residentes",629
1967,"Checoslovaquia","CS","Directamente_NOresidentes",23
1967,"Dinamarca","DK","Directamente total",669
1967,"Egipto","EG","Directamente_residentes",55
1967,"Egipto","EG","Directamente_NOresidentes",3
1967,"República Democrática Alemana","D2","Directamente_residentes",544
1967,"República Democrática Alemana","D2","Directamente_NOresidentes",20
1967,"Alemania","DE","Directamente_residentes",53051
1967,"Alemania","DE","Directamente_NOresidentes",1118
1967,"Hungría","HU","Directamente_residentes",393
1967,"Hungría","HU","Directamente_NOresidentes",12
1967,"India","IN","Directamente_residentes",2226
1967,"India","IN","Directamente_NOresidentes",37
1967,"Irlanda","IE","Directamente_residentes",17
1967,"Irlanda","IE","Directamente_NOresidentes",96
1967,"Israel","IL","Directamente_residentes",114
1967,"Israel","IL","Directamente_NOresidentes",21
1967,"Japón","JP","Directamente_residentes",15182
1967,"Japón","JP","Directamente_NOresidentes",205
1967,"Líbano","LB","Directamente_residentes",62
1967,"Líbano","LB","Directamente_NOresidentes",36
1967,"Liechtenstein","LI","Directamente_residentes",4
1967,"Liechtenstein","LI","Directamente_NOresidentes",2
1967,"Malawi","MW","Directamente_NOresidentes",5
1967,"Malta","MT","Directamente_residentes",22
1967,"Malta","MT","Directamente_NOresidentes",4
1967,"Mónaco","MC","Directamente_residentes",4
1967,"Mónaco","MC","Directamente_NOresidentes",30
1967,"Marruecos","MA","Directamente_residentes",45
1967,"Marruecos","MA","Directamente_NOresidentes",8
1967,"Nueva Zelandia","NZ","Directamente_residentes",164
1967,"Nueva Zelandia","NZ","Directamente_NOresidentes",201
1967,"Noruega","NO","Directamente_residentes",705
1967,"Noruega","NO","Directamente_NOresidentes",247
1967,"Pakistán","PK","Directamente total",58
1967,"Filipinas","PH","Directamente_residentes",36
1967,"Filipinas","PH","Directamente_NOresidentes",21
1967,"Polonia","PL","Directamente_residentes",16
1967,"Portugal","PT","Directamente_NOresidentes",264
1967,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",186
1967,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",21
1967,"Union Soviética","SU","Directamente_residentes",269
1967,"Union Soviética","SU","Directamente_NOresidentes",1
1967,"España","ES","Directamente total",3466
1967,"Sri Lanka","LK","Directamente_residentes",6
1967,"Sri Lanka","LK","Directamente_NOresidentes",5
1967,"Suecia","SE","Directamente_residentes",162
1967,"Suecia","SE","Directamente_NOresidentes",123
1967,"Suiza","CH","Directamente_residentes",581
1967,"Suiza","CH","Directamente_NOresidentes",161
1967,"República Árabe Siria","SY","Directamente_residentes",25
1967,"República Árabe Siria","SY","Directamente_NOresidentes",3
1967,"Trinidad y Tobago","TT","Directamente_NOresidentes",4
1967,"Túnez","TN","Directamente_residentes",14
1967,"Túnez","TN","Directamente_NOresidentes",8
1967,"Reino Unido","GB","Directamente_residentes",4768
1967,"Reino Unido","GB","Directamente_NOresidentes",2024
1967,"Estados Unidos de América","US","Directamente_residentes",2841
1967,"Estados Unidos de América","US","Directamente_NOresidentes",324
1967,"Venezuela","VE","Directamente_residentes",43
1967,"Venezuela","VE","Directamente_NOresidentes",28
1967,"Zimbabwe","ZW","Directamente_residentes",6
1967,"Zimbabwe","ZW","Directamente_NOresidentes",23
1968,"Australia","AU","Directamente_residentes",1124
1968,"Australia","AU","Directamente_NOresidentes",490
1968,"Austria","AT","Directamente_residentes",3119
1968,"Austria","AT","Directamente_NOresidentes",6022
1968,"Bélgica","BE","Directamente_residentes",1197
1968,"Bélgica","BE","Directamente_NOresidentes",333
1968,"Brasil","BR","Directamente_residentes",156
1968,"Brasil","BR","Directamente_NOresidentes",12
1968,"Canadá","CA","Directamente total",1197
1968,"Colombia","CO","Directamente_residentes",30
1968,"Colombia","CO","Directamente_NOresidentes",5
1968,"Checoslovaquia","CS","Directamente_residentes",461
1968,"Checoslovaquia","CS","Directamente_NOresidentes",23
1968,"Dinamarca","DK","Directamente total",729
1968,"Egipto","EG","Directamente_residentes",76
1968,"Egipto","EG","Directamente_NOresidentes",11
1968,"República Democrática Alemana","D2","Directamente_residentes",709
1968,"República Democrática Alemana","D2","Directamente_NOresidentes",14
1968,"Alemania","DE","Directamente_residentes",65832
1968,"Alemania","DE","Directamente_NOresidentes",1170
1968,"Hungría","HU","Directamente_residentes",650
1968,"Hungría","HU","Directamente_NOresidentes",53
1968,"India","IN","Directamente_residentes",1937
1968,"India","IN","Directamente_NOresidentes",31
1968,"Irlanda","IE","Directamente_residentes",17
1968,"Irlanda","IE","Directamente_NOresidentes",74
1968,"Israel","IL","Directamente_residentes",100
1968,"Israel","IL","Directamente_NOresidentes",19
1968,"Italia","IT","Directamente_residentes",2485
1968,"Italia","IT","Directamente_NOresidentes",715
1968,"Japón","JP","Directamente_residentes",16624
1968,"Japón","JP","Directamente_NOresidentes",231
1968,"Líbano","LB","Directamente_residentes",68
1968,"Líbano","LB","Directamente_NOresidentes",19
1968,"Liechtenstein","LI","Directamente_residentes",4
1968,"Liechtenstein","LI","Directamente_NOresidentes",2
1968,"Malawi","MW","Directamente_NOresidentes",9
1968,"Malta","MT","Directamente_NOresidentes",3
1968,"Mónaco","MC","Directamente_residentes",3
1968,"Mónaco","MC","Directamente_NOresidentes",4
1968,"Marruecos","MA","Directamente_residentes",58
1968,"Marruecos","MA","Directamente_NOresidentes",3
1968,"Nueva Zelandia","NZ","Directamente total",319
1968,"Noruega","NO","Directamente_residentes",669
1968,"Noruega","NO","Directamente_NOresidentes",185
1968,"Pakistán","PK","Directamente total",80
1968,"Filipinas","PH","Directamente_residentes",23
1968,"Filipinas","PH","Directamente_NOresidentes",20
1968,"Polonia","PL","Directamente_residentes",27
1968,"Polonia","PL","Directamente_NOresidentes",3
1968,"Portugal","PT","Directamente_NOresidentes",209
1968,"República de Corea","KR","Directamente_residentes",1389
1968,"República de Corea","KR","Directamente_NOresidentes",28
1968,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",252
1968,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",24
1968,"Union Soviética","SU","Directamente_residentes",278
1968,"Union Soviética","SU","Directamente_NOresidentes",3
1968,"España","ES","Directamente_residentes",3564
1968,"España","ES","Directamente_NOresidentes",209
1968,"Sri Lanka","LK","Directamente_residentes",4
1968,"Sri Lanka","LK","Directamente_NOresidentes",3
1968,"Suecia","SE","Directamente_residentes",206
1968,"Suecia","SE","Directamente_NOresidentes",127
1968,"Suiza","CH","Directamente_residentes",598
1968,"Suiza","CH","Directamente_NOresidentes",197
1968,"República Árabe Siria","SY","Directamente_residentes",78
1968,"República Árabe Siria","SY","Directamente_NOresidentes",10
1968,"Trinidad y Tobago","TT","Directamente_residentes",10
1968,"Trinidad y Tobago","TT","Directamente_NOresidentes",11
1968,"Reino Unido","GB","Directamente_residentes",4084
1968,"Reino Unido","GB","Directamente_NOresidentes",1483
1968,"Estados Unidos de América","US","Directamente_residentes",2958
1968,"Estados Unidos de América","US","Directamente_NOresidentes",394
1968,"Venezuela","VE","Directamente_residentes",27
1968,"Venezuela","VE","Directamente_NOresidentes",17
1968,"Zimbabwe","ZW","Directamente_residentes",7
1968,"Zimbabwe","ZW","Directamente_NOresidentes",22
1969,"Australia","AU","Directamente_residentes",1056
1969,"Australia","AU","Directamente_NOresidentes",384
1969,"Austria","AT","Directamente_residentes",4090
1969,"Austria","AT","Directamente_NOresidentes",2484
1969,"Bélgica","BE","Directamente_residentes",1127
1969,"Bélgica","BE","Directamente_NOresidentes",279
1969,"Canadá","CA","Directamente total",902
1969,"Colombia","CO","Directamente_residentes",37
1969,"Colombia","CO","Directamente_NOresidentes",28
1969,"Checoslovaquia","CS","Directamente_residentes",591
1969,"Checoslovaquia","CS","Directamente_NOresidentes",31
1969,"Dinamarca","DK","Directamente total",662
1969,"Egipto","EG","Directamente_residentes",67
1969,"Egipto","EG","Directamente_NOresidentes",12
1969,"República Democrática Alemana","D2","Directamente_residentes",798
1969,"República Democrática Alemana","D2","Directamente_NOresidentes",24
1969,"Alemania","DE","Directamente_residentes",59696
1969,"Alemania","DE","Directamente_NOresidentes",1302
1969,"Hungría","HU","Directamente_residentes",463
1969,"Hungría","HU","Directamente_NOresidentes",50
1969,"India","IN","Directamente_residentes",1918
1969,"India","IN","Directamente_NOresidentes",38
1969,"Irlanda","IE","Directamente_residentes",28
1969,"Irlanda","IE","Directamente_NOresidentes",74
1969,"Israel","IL","Directamente_residentes",150
1969,"Israel","IL","Directamente_NOresidentes",50
1969,"Italia","IT","Directamente total",1950
1969,"Japón","JP","Directamente_residentes",20639
1969,"Japón","JP","Directamente_NOresidentes",288
1969,"Líbano","LB","Directamente_residentes",40
1969,"Líbano","LB","Directamente_NOresidentes",45
1969,"Liechtenstein","LI","Directamente_residentes",2
1969,"Liechtenstein","LI","Directamente_NOresidentes",1
1969,"Malawi","MW","Directamente_NOresidentes",2
1969,"Malta","MT","Directamente_NOresidentes",1
1969,"México","MX","Directamente_residentes",150
1969,"México","MX","Directamente_NOresidentes",65
1969,"Mónaco","MC","Directamente_residentes",5
1969,"Mónaco","MC","Directamente_NOresidentes",2
1969,"Marruecos","MA","Directamente_residentes",83
1969,"Marruecos","MA","Directamente_NOresidentes",1
1969,"Nueva Zelandia","NZ","Directamente total",358
1969,"Noruega","NO","Directamente_residentes",573
1969,"Noruega","NO","Directamente_NOresidentes",164
1969,"Filipinas","PH","Directamente_residentes",33
1969,"Filipinas","PH","Directamente_NOresidentes",27
1969,"Polonia","PL","Directamente_residentes",154
1969,"Polonia","PL","Directamente_NOresidentes",22
1969,"Portugal","PT","Directamente_NOresidentes",304
1969,"República de Corea","KR","Directamente_residentes",1670
1969,"República de Corea","KR","Directamente_NOresidentes",18
1969,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",98
1969,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",35
1969,"Union Soviética","SU","Directamente_residentes",334
1969,"Union Soviética","SU","Directamente_NOresidentes",18
1969,"España","ES","Directamente_residentes",4304
1969,"España","ES","Directamente_NOresidentes",241
1969,"Sri Lanka","LK","Directamente_residentes",1
1969,"Sri Lanka","LK","Directamente_NOresidentes",4
1969,"Suecia","SE","Directamente_residentes",184
1969,"Suecia","SE","Directamente_NOresidentes",149
1969,"Suiza","CH","Directamente_residentes",457
1969,"Suiza","CH","Directamente_NOresidentes",183
1969,"República Árabe Siria","SY","Directamente_residentes",281
1969,"República Árabe Siria","SY","Directamente_NOresidentes",14
1969,"Trinidad y Tobago","TT","Directamente_residentes",1
1969,"Trinidad y Tobago","TT","Directamente_NOresidentes",6
1969,"Reino Unido","GB","Directamente_residentes",3896
1969,"Reino Unido","GB","Directamente_NOresidentes",1963
1969,"Estados Unidos de América","US","Directamente_residentes",2935
1969,"Estados Unidos de América","US","Directamente_NOresidentes",400
1969,"Venezuela","VE","Directamente_residentes",1
1969,"Zimbabwe","ZW","Directamente_residentes",21
1969,"Zimbabwe","ZW","Directamente_NOresidentes",19
1970,"Argelia","DZ","Directamente_residentes",66
1970,"Argelia","DZ","Directamente_NOresidentes",107
1970,"Argentina","AR","Directamente_residentes",2201
1970,"Argentina","AR","Directamente_NOresidentes",161
1970,"Australia","AU","Directamente_residentes",1048
1970,"Australia","AU","Directamente_NOresidentes",556
1970,"Austria","AT","Directamente_residentes",2150
1970,"Austria","AT","Directamente_NOresidentes",2076
1970,"Bahamas","BS","Directamente_residentes",1
1970,"Bahrein","BH","Directamente_NOresidentes",1
1970,"Bélgica","BE","Directamente_residentes",1165
1970,"Bélgica","BE","Directamente_NOresidentes",323
1970,"Brasil","BR","Directamente_residentes",7
1970,"Canadá","CA","Directamente total",1026
1970,"Colombia","CO","Directamente_residentes",16
1970,"Colombia","CO","Directamente_NOresidentes",7
1970,"Checoslovaquia","CS","Directamente_residentes",470
1970,"Checoslovaquia","CS","Directamente_NOresidentes",64
1970,"Dinamarca","DK","Directamente total",539
1970,"Egipto","EG","Directamente_residentes",55
1970,"Egipto","EG","Directamente_NOresidentes",4
1970,"República Democrática Alemana","D2","Directamente_residentes",642
1970,"República Democrática Alemana","D2","Directamente_NOresidentes",34
1970,"Alemania","DE","Directamente_residentes",60719
1970,"Alemania","DE","Directamente_NOresidentes",1938
1970,"Hungría","HU","Directamente_residentes",618
1970,"Hungría","HU","Directamente_NOresidentes",15
1970,"India","IN","Directamente_residentes",1117
1970,"India","IN","Directamente_NOresidentes",52
1970,"Irlanda","IE","Directamente_residentes",27
1970,"Irlanda","IE","Directamente_NOresidentes",102
1970,"Israel","IL","Directamente_residentes",97
1970,"Israel","IL","Directamente_NOresidentes",30
1970,"Italia","IT","Directamente total",2672
1970,"Japón","JP","Directamente_residentes",21490
1970,"Japón","JP","Directamente_NOresidentes",295
1970,"Líbano","LB","Directamente_residentes",36
1970,"Líbano","LB","Directamente_NOresidentes",27
1970,"Liechtenstein","LI","Directamente_residentes",4
1970,"Liechtenstein","LI","Directamente_NOresidentes",2
1970,"Malawi","MW","Directamente_NOresidentes",2
1970,"Malta","MT","Directamente_residentes",1
1970,"Malta","MT","Directamente_NOresidentes",3
1970,"México","MX","Directamente_residentes",145
1970,"México","MX","Directamente_NOresidentes",100
1970,"Mónaco","MC","Directamente_residentes",17
1970,"Mónaco","MC","Directamente_NOresidentes",6
1970,"Marruecos","MA","Directamente_residentes",82
1970,"Marruecos","MA","Directamente_NOresidentes",3
1970,"Nueva Zelandia","NZ","Directamente_residentes",169
1970,"Nueva Zelandia","NZ","Directamente_NOresidentes",207
1970,"Noruega","NO","Directamente_residentes",498
1970,"Noruega","NO","Directamente_NOresidentes",219
1970,"Filipinas","PH","Directamente_residentes",37
1970,"Filipinas","PH","Directamente_NOresidentes",18
1970,"Polonia","PL","Directamente_residentes",91
1970,"Polonia","PL","Directamente_NOresidentes",17
1970,"Portugal","PT","Directamente_NOresidentes",340
1970,"República de Corea","KR","Directamente_residentes",1654
1970,"República de Corea","KR","Directamente_NOresidentes",3
1970,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_residentes",49
1970,"Serbia y Montenegro (antiguamente Yugoslavia)","YU","Directamente_NOresidentes",5
1970,"Sierra Leona","SL","Directamente_NOresidentes",6
1970,"Union Soviética","SU","Directamente_residentes",560
1970,"Union Soviética","SU","Directamente_NOresidentes",19
1970,"España","ES","Directamente_residentes",3627
1970,"España","ES","Directamente_NOresidentes",231
1970,"Sri Lanka","LK","Directamente_residentes",1
1970,"Sri Lanka","LK","Directamente_NOresidentes",5
1970,"Suecia","SE","Directamente_residentes",145
1970,"Suecia","SE","Directamente_NOresidentes",143
1970,"Suiza","CH","Directamente_residentes",368
1970,"Suiza","CH","Directamente_NOresidentes",167
1970,"República Árabe Siria","SY","Directamente_residentes",69
1970,"República Árabe Siria","SY","Directamente_NOresidentes",4
1970,"Trinidad y Tobago","TT","Directamente_residentes",2
1970,"Trinidad y Tobago","TT","Directamente_NOresidentes",8
1970,"Túnez","TN","Directamente_residentes",7
1970,"Túnez","TN","Directamente_NOresidentes",10
1970,"Reino Unido","GB","Directamente_residentes",3357
1970,"Reino Unido","GB","Directamente_NOresidentes",1778
1970,"Estados Unidos de América","US","Directamente_residentes",2708
1970,"Estados Unidos de América","US","Directamente_NOresidentes",510
1970,"Venezuela","VE","Directamente_residentes",48
1970,"Venezuela","VE","Directamente_NOresidentes",308
1970,"Zaire","ZR","Directamente_residentes",14
1970,"Zaire","ZR","Directamente_NOresidentes",47
1970,"Zimbabwe","ZW","Directamente_residentes",24
1970,"Zimbabwe","ZW","Directamente_NOresidentes",19
1971,"Organización Africana de la Propiedad Intelectual","OA","Directamente_residentes",80
1971,"Organización Africana de la Propiedad Intelectual","OA","Directamente_NOresidentes",132
1971,"Argentina","AR","Directamente_residentes",2738
1971,"Argentina","AR","Directamente_NOresidentes",208
1971,"Australia","AU","Directamente_residentes",1049
1971,"Australia","AU","Directamente_NOresidentes",529
1971,"Austria","AT","Directamente_residentes",4232
1971,"Austria","AT","Directamente_NOresidentes",2078
1971,"Bahamas","BS","Directamente_residentes",1
1971,"Bélgica","BE","Directamente_residentes",986
1971,"Bélgica","BE","Directamente_NOresidentes",229
1971,"Brasil","BR","Directamente_residentes",8
1971,"Brasil","BR","Directamente_NOresidentes",3
1971,"Bulgaria","BG","Directamente_residentes",44
1971,"Bulgaria","BG","Directamente_NOresidentes",7
1971,"Burundi","BI","Directamente_residentes",1
1971,"Canadá","CA","Directamente total",1405
1971,"Colombia","CO","Directamente_residentes",9
1971,"Colombia","CO","Directamente_NOresidentes",11
1971,"Checoslovaquia","CS","Directamente_residentes",513
1971,"Checoslovaquia","CS","Directamente_NOresidentes",37
1971,"Dinamarca","DK","Directamente_residentes",243
1971,"Dinamarca","DK","Directamente_NOresidentes",227
1971,"Egipto","EG","Directamente_residentes",133
1971,"Egipto","EG","Directamente_NOresidentes",4
1971,"Finlandia","FI","Directamente_residentes",27
1971,"Finlandia","FI","Directamente_NOresidentes",2
1971,"República Democrática Alemana","D2","Directamente_residentes",556
1971,"República Democrática Alemana","D2","Directamente_NOresidentes",33
1971,"Alemania","DE","Directamente_residentes",62554
1971,"Alemania","DE","Directamente_NOresidentes",1735
1971,"Hungría","HU","Directamente_residentes",319
1971,"Hungría","HU","Directamente_NOresidentes",5
1971,"India","IN","Directamente_residentes",775
1971,"India","IN","Directamente_NOresidentes",30
1971,"Iraq","IQ","Directamente_residentes",20
1971,"Irlanda","IE","Directamente_residentes",32
1971,"Irlanda","IE","Directamente_NOresidentes",75
1971,"Israel","IL","Directamente_residentes",84
1971,"Israel","IL","Directamente_NOresidentes",35
1971,"Italia","IT","Directamente total",6291
1971,"Japón","JP","Directamente_residentes",22508
1971,"Japón","JP","Directamente_NOresidentes",370
1971,"Líbano","LB","Directamente_residentes",65
1971,"Líbano","LB","Directamente_NOresidentes",58
1971,"Liechtenstein","LI","Directamente_residentes",4
1971,"Malawi","MW","Directamente_NOresidentes",4
1971,"Malta","MT","Directamente_residentes",3
1971,"Malta","MT","Directamente_NOresidentes",1
1971,"México","MX","Directamente_residentes",108
1971,"México","MX","Directamente_NOresidentes",209
1971,"Mónaco","MC","Directamente_residentes",28
1971,"Mónaco","MC","Directamente_NOresidentes",6
1971,"Marruecos","MA","Directamente_residentes",96
1971,"Nueva Zelandia","NZ","Directamente_residentes",100
1971,"Nueva Zelandia","NZ","Directamente_NOresidentes",113
1971,"Nigeria","NG","Directamente_residentes",94
1971,"Nigeria","NG","Directamente_NOresidentes",327
1971,"Noruega","NO","Directamente_residentes",69
1971,"Noruega","NO","Directamente_NOresidentes",40
1971,"Pakistán","PK","Directamente total",114
1971,"Filipinas","PH","Directamente_residentes",77
1971,"Filipinas","PH","Directamente_NOresidentes",8
1971,"Polonia","PL","Directamente_residentes",112
1971,"Polonia","PL","Directamente_NOresidentes",43
1971,"Portugal","PT","Directamente_NOresidentes",672
1971,"República de Corea","KR","Directamente_residentes",2283
1971,"República de Corea","KR","Directamente_NOresidentes",41
1971,"Sierra Leona","SL","Directamente_NOresidentes",1
